	N120A	N123A	N124A	N126A	N130A	N131A	N137A	N140A	N141A	N142A	N144A	N145A	N146A	N148A	N149A	N150A	N151A	N152A	N153A	N154A	N155A	N156A	N157A	N158A	N160A	N161A	N162A	N163A	N164A	N165A	N166A	N169A	N170A	N171A	N172A	N173A	N175A	N176A	N177A	N178A	N179A	N180A	N181A	N182A	N183A	N185A	N186A	N187A	N188A	N189A	N190A	N197A	N199A	N200A	N201A	N202A	N203A	N204A	N205A	N208A	N209A	N210A	N211A	N212A	N214A	N215A	N216A	N219A	N220A	N221A	N222A	N223A	N226A	N228A	N229A	N230A	N232A	N233A	N237A	N238A	N239A	N240A	N242A	N244A	N245A	N246A	N248A	N250A	N251A	N252A	N255A	N256A	N257A	N261A	N262A	N263A	N264A	N265A	N267A	N268A	N270A
ILF3	6.125155131	6.545350645	6.044394119	6.994353437	5.666756592	7.274261661	6.589463893	6.323730338	6.525129251	6.693486957	7.387155718	6.568336182	6.185866545	7.30560579	6.811214118	6.551516018	6.773468928	5.899659026	7.419538892	6.141596278	6.683696454	6.293869132	6.211401637	6.854245054	6.605849867	7.221103725	7.301953395	7.653919873	7.018533553	6.630813152	6.539158811	6.09592442	6.373300197	6.392524751	7.063934306	6.54689446	6.665335917	6.264993998	6.478971805	5.94016675	6.300123725	6.354028938	6.571584779	6.332707934	6.263034406	7.55228484	6.392029814	6.562242424	5.608809243	6.21916852	6.482202926	6.30560579	6.662490364	7.112245623	6.147713722	7.237448996	7.071462363	6.741466986	5.923624611	6.760220946	6.48703608	6.693486957	7.12722055	6.290940402	6.671010241	6.517275693	6.781359714	6.608809243	6.312264102	6.125155131	6.296457407	7.147713722	6.342369318	7.030115331	6.390598906	6.297164434	6.316507819	6.093813673	6.532940288	6.378511623	6.993221467	6.569855608	6.354028938	6.58345891	6.44625623	5.802193217	6.62497818	6.355791547	5.617651119	6.696272084	6.916476644	6.387155718	6.812498225	5.897240426	6.407733532	6.518849829	6.651051691	7.243173983	6.437960088	6.223153886	6.257387843
RL35A	6.76075257	6.319186679	6.626439137	7.089582893	6.055282436	6.551516018	7.427941333	7.071242751	6.697045245	6.527938176	6.462429505	6.632268215	6.392317423	6.82944999	6.290940402	6.875553965	6.504620392	6.80340399	7.221103725	6.968032323	7.155830172	7.319220503	6.301953395	6.656782364	6.209453366	6.117164492	6.718468135	6.667376431	7.285402219	6.844234988	6.507186685	6.548436625	6.829561107	6.789207575	7.137503524	6.791282898	6.864186145	6.985272714	6.181897643	6.707710124	7.121145715	6.715618859	6.738767837	6.799605422	6.366322214	6.871597266	7.304693557	7.124121312	6.207502459	6.593117335	6.866660751	6.582426936	6.592805448	7.17292749	6.207502459	7.10433666	6.676887748	6.549977143	6.693486957	6.864186145	6.508061281	6.809843278	6.181897643	6.289096702	6.659639187	6.554588852	6.924752482	6.61176256	6.909293086	7.008988783	6.805200619	6.768184325	7.475733431	6.539492531	6.753551055	7.060695932	6.666027006	6.366322214	6.776866401	6.002252452	6.701595018	6.444600814	6.461070114	6.414473836	5.974988112	6.744531967	6.741405233	5.608809243	6.556122818	6.596682725	6.689299161	6.6794801	6.519270811	6.797012978	7.174925683	6.531381461	6.580586834	6.978424465	6.757674132	6.721099189	6.635173947
NDUBA	6.553053253	6.111802517	6.955359305	7.228015647	6.306205689	7.553053253	6.605849867	7.164889684	6.338238519	6.197308124	6.853494714	6.798554583	6.757556689	7.507001733	6.081083929	6.419538892	6.571373436	6.857980995	7.495055528	6.960001932	6.871597266	6.899407102	6.563768278	6.586568009	7.040015679	6.48058827	7.511752654	6.875288598	6.859224162	7.354028938	6.54225805	6.905687849	6.841721581	6.296457407	7.942514505	7.278914019	6.931133003	5.812498225	6.766860144	7.236492618	6.432959407	6.363538433	7.017811761	6.490249211	7.077883864	6.908092341	6.859546668	6.766860144	6.28169825	6.279570521	6.568049903	6.263034406	7.733354341	7.492654371	7.218199944	7.334496768	6.645298164	6.840463234	6.769507291	6.630813152	6.652486495	7.282625134	6.230741003	6.58044702	7.688600011	7.519636253	5.965784285	7.145677455	6.423514296	5.809928866	6.690696444	7.076815597	6.97518075	6.924812504	7.77939106	6.665335917	6.523561956	6.842978832	6.909293086	6.756222713	6.98097093	7.375039431	6.958842675	6.575917361	6.555445985	6.545058537	6.777993701	6.769507291	6.793115555	8.147713722	7.343407822	7.248876343	6.343407822	6.658193555	6.822583417	7.043300754	7.164906927	6.749534268	7.073606041	6.710503531	7.269594252
LV327	5.741466986	6.432959407	5.949534933	6.381975479	7.577428828	6.350497247	7.736740155	5.539158811	7.417852515	6.266786541	7.307428525	4.827819025	8.0558247	6.287250643	6.332707934	5.456149035	7.059614856	6.504620392	5.06608919	6.575917361	5.786596362	6.409390936	7.472487771	7.515699838	4.566815154	5.923624611	6.830356747	5.510961919	8.502632935	5.581953751	5.209453366	5.053111336	5.760220946	6.10433666	6.224966365	6.760220946	5.768184325	7.565292521	6.811214118	6.477353527	6.314696526	7.390598906	6.033423002	6.930737338	6.571373436	6.209453366	5.977279923	6.744161096	9.778241436	6.553053253	6.619119511	7.032321287	6.607330314	5.165911939	5.632268215	6.493455201	6.652486495	7.485426827	5.669593751	6.14974712	5.862947248	6.441284272	6.345183447	5.921245889	6.031218731	6.207502459	7.89542381	6.354028938	7.817623258	7.800252806	6.414473836	5.602884409	5.419538892	6.394033895	5.325530332	6.891176125	7.243173983	6.261154673	6.658211483	7.571373436	6.648177796	5.906890596	4.44625623	6.336283388	8.20261362	8.864186145	6.95070169	6.646738698	9.530406337	7.221103725	6.675251386	6.137503524	6.121015401	7.609548139	5.749534268	6.662490364	7.750204509	7.381975479	5.730639956	6.327328083	6.298291731
MFAP5	5.177917792	5.972692654	5.429615964	6.892391026	5.812498225	5.655351829	6.671010241	6.969242604	7.728600811	6.381975479	6.375039431	5.887525271	5.887525271	5.923624611	7.721782768	6.503030646	7.46515823	6.323730338	6.669593751	5.635173947	7.287250643	5.703211467	6.357552005	6.846744023	6.459431619	6.822730148	6.903279342	6.649615459	6.789207575	6.456149035	6.499845887	5.626439137	6.506208389	6.294620749	6.339850003	5.632268215	6.287250643	6.697662633	6.09592442	6.891176125	6.908092341	6.619119511	6.230741003	6.04220656	6.5360529	6.424586226	5.752213368	6.566815154	5.749534268	5.993221467	6.213347282	6.385431037	6.274261661	6.100136671	6.03562391	6.74819285	6.738767837	6.730639956	6.076815597	5.675251386	6.619119511	6.264911693	5.725195817	6.462706751	5.277984747	6.571373436	5.897240426	5.526694846	6.589463893	7.824004051	6.532940288	6.493455201	6.51412226	7.107478647	6.008988783	6.167919866	6.83541884	6.8899602	6.439623138	6.390598906	6.613236955	5.61176256	6.17990909	6.151777655	5.044394119	6.213347282	6.112700133	5.121015401	6.48058827	4.827819025	6.663913842	5.944858446	6.031218731	5.452858965	6.247927513	7.608809243	6.490249211	6.757556689	6.459431619	6.46760555	6.339850003
TRA2B	6.673839056	6.21916852	6.851749041	6.362820526	5.850499414	7.161887682	6.559185866	5.599912842	5.82527683	7.608809243	5.958842675	6.831623937	6.883865155	7.133399125	7.29186137	6.135452784	6.811214118	6.044394119	7.810571635	6.64096791	7.153805336	7.167919866	6.48058827	6.636624621	6.875288598	6.744161096	6.851749041	6.619119511	6.616181231	6.029011087	6.898450233	6.390598906	5.815063017	6.253611152	6.663913842	6.586464526	6.826548487	5.963474124	6.201633861	6.523561956	5.87774425	6.94602899	7.116863758	6.169925001	6.38024459	6.996614715	6.407692649	6.571373436	5.82527683	5.961160258	7.338067798	5.526694846	6.730639956	7.668175869	5.61176256	7.648177796	6.447909749	7.255500733	6.596935142	6.287250643	6.10433666	5.680886921	6.394033895	6.689299161	7.020146573	6.899659026	6.422905743	5.899659026	6.316507819	6.447909749	6.002252452	7.881419908	6.850499414	6.685099172	6.125155131	6.534497434	6.30560579	6.287250643	5.986410935	5.392317423	6.392317423	6.0725346	6.671010241	6.607330314	6.09592442	4.145677455	6.213347282	6.795715007	5.495055528	6.102238194	6.053111336	7.173926932	6.46760555	5.197708158	6.259272487	5.485426827	6.574404309	7.00337736	6.040015679	6.416164165	5.925999419
RS24	6.476238509	6.213347282	6.778734244	7.112700133	5.797012978	6.891530765	6.605849867	5.986410935	6.503030646	6.477353527	6.678071905	6.927185358	6.409390936	6.929987121	6.301953395	6.656782364	6.646738698	6.352060906	7.290018847	6.649462146	6.651051691	6.588225265	6.417852515	6.87897051	6.521992956	6.501439145	6.994353437	7.025693274	6.799989255	6.834154981	6.8008999	6.687357307	6.435296316	6.70639222	6.329123596	6.840463234	7.06501215	6.370911943	6.461010816	6.681719605	6.070389328	6.163901214	6.813170068	6.396839539	6.798309782	7.448735798	6.787071314	6.54689446	5.760220946	5.997744026	6.303780748	6.669593751	7.618385502	7.113674242	6.321928095	6.958842675	6.951867504	7.045486656	6.476396428	6.609092825	6.714245518	6.266786541	6.307428525	6.454504938	7.017921908	6.98982022	6.655351829	6.839203788	6.613978252	6.063934306	7.114783447	6.663913842	6.537184529	6.753551055	7.089106885	6.544768087	6.482202926	6.737416366	6.411087227	5.51412226	6.766860144	6.904484098	6.752213368	6.82527683	6.329123596	5.675251386	7.238404739	6.646254341	5.925999419	7.192785959	6.790511412	6.668175869	6.50779464	6.015693807	6.819570326	6.906890596	6.646738698	6.646738698	6.697828824	6.515662858	6.438552859
EMC7	6.70201515	6.826548487	6.930737338	7.029946918	6.31101631	7.859845344	6.711998577	6.397460726	6.509379149	7.243173983	6.757556689	7.057911465	6.841721581	7.77280941	6.454504938	7.362820526	6.330916878	6.55186418	7.651051691	6.939398706	6.656353665	6.705271833	6.687900522	6.628257504	7.171927354	6.40599236	7.173926932	6.66106548	6.914086097	7.098032083	6.551516018	7.004501392	6.531381461	6.316507819	7	6.593951284	6.992506615	6.137503524	6.710117632	8.171927354	6.896029603	6.300398311	6.982224784	5.599912842	7.019034669	7.400879436	6.811332401	6.83866667	6.45779126	6.015693807	6.725887596	6.689299161	7.062855655	7.854245054	6.765534746	7.01766605	6.753551055	7.281059154	5.902073579	6.015693807	6.804776378	7.001126665	6.338067798	6.48703608	7.116863758	7.48058827	6.602884409	6.630813152	6.670653979	6.13894727	6.765534746	6.780746813	7.012340804	6.791814071	6.921245889	6.859224162	6.266786541	6.652486495	6.871597266	5.997744026	6.569855608	6.906890596	7.117902789	6.953032377	6.520554756	6.482100416	7.084276911	6.831623937	5.904484098	6.865423978	7.943100848	6.927185358	6.736063628	6.395623096	6.82545486	7.129283017	6.274261661	6.64096791	6.922812842	6.806406983	6.509379149
S39A7	6.617651119	6.093813673	6.887525271	6.921245889	5.06608919	7.088523257	6.01346226	6.811214118	6.211401637	5.797012978	6.355791547	6.645298164	5.902073579	7.521207816	6.361066489	6.686500527	6.971543554	6.483815777	7.667466405	6.417852515	7.21042783	6.332707934	6.137503524	6.910492832	6.559185866	5.501439145	6.933100475	6.462706751	6.649615459	7.222070355	6.006746832	6.339850003	6.442943496	5.807354922	7.394033895	6.6043679	6.802193217	5.655351829	6.459431619	6.294620749	5.842978832	6.23457796	5.928370323	6.506208389	6.892391026	7.135452784	5.956521363	6.768184325	5.112700133	7.144658243	6.006746832	6.506208389	7.155830172	7.173926932	6.820178962	7.17292749	6.876516947	7.166916252	6.716990894	6.839203788	6.984133595	7.282625134	5.897240426	5.62935662	7.256444596	7.453682186	5.517275693	6.181897643	5.62058641	4.711494907	6.578938713	7.155830172	6.789207575	6.540709263	6.958842675	6.649615459	6.509379149	7.017921908	7.026800059	5.01346226	7.103287808	6.512542955	6.578938713	6.439623138	6.207502459	4.399171094	6.320123598	6.623515741	4.727920455	5.364572432	7.371558863	6.477353527	6.894817763	4.786596362	6.257387843	6.898450233	6.707359132	7.12722055	6.055282436	6.689299161	6.427941333
CY24A	5.972692654	6.068240861	6.359310317	7.067165427	5.719731057	7.329123596	6.085339669	6.727920455	6.298291731	5.381975479	6.653919873	6.257387843	6.599912842	7.176921112	6.209453366	7.100136671	6.341630009	6.171927354	7.109569509	6.385431037	7.420381341	6.673839056	5.827819025	6.699051844	6.785288981	5.442943496	7.375908263	6.690696444	7.129283017	6.8899602	7.242221395	5.970393538	6.772149591	6.098032083	7.699051844	8.427522371	6.984133595	6.359310317	6.482202926	6.221103725	6.921245889	5.897240426	7.016808288	6.928370323	6.622051819	6.636624621	7.139551352	7.180903709	7.379378367	7.549207089	6.424586226	6.832890014	7.712870868	7.554588852	7.424586226	7.633721813	6.632268215	7.393175914	6.716990894	7.145677455	7.140574178	8.0061858	6.14363831	5.469234794	7.061776198	7.266786541	6.320123598	6.444600814	6.199672345	5.551516018	7.680886921	6.941341105	7.424586226	6.232660757	6.958842675	6.885086225	6.836681593	6.339850003	7.333602628	6.6395216	7.50779464	6.62497818	5.399171094	6.327328083	7.622783966	4.727920455	7.153805336	6.947198584	5.314696526	6.721099189	7.155830172	7.237448996	7.951867504	7.061776198	6.359310317	7.221103725	7.01346226	6.752213368	7.135452784	6.793115555	5.935459748
ANGL4	5.773468928	6.274261661	6.718426535	6.079629969	6.867896464	7.619853147	7.200653436	5.263034406	6.506208389	5.783980414	6.569855608	6.6971813	7.015076284	6.968090752	6.199806325	6.619119511	6.327956158	6.385431037	6.515417859	6.602884409	6.683696454	6.147713722	7.501439145	6.296841764	6.700138482	6.509379149	5.993221467	6.329123596	6.354028938	6.14974712	6.22881869	6.791814071	7.862947248	6.14974712	6.560714954	7.925406083	6.953901394	6.503030646	6.512542955	6.348728154	6.181897643	7.144440451	6.526694846	6.414473836	6.453587198	6.276116809	7.428778891	6.626439137	6.213347282	4.727920455	6.494985363	7.415853186	6.658211483	6.330916878	6.04220656	6.512542955	5.591516647	6.30560579	5.87036472	6.145677455	6.840573602	6.754887502	6.924812504	6.399597662	6.298291731	6.30763044	6.850499414	6.655193203	8.004501392	7.05853297	7.427103287	6.209453366	6.908092341	6.14974712	6.539158811	6.74819285	6.440198854	7.05723519	6.447909749	7.055320265	6.189824559	6.23457796	6.810987127	6.157852169	6.787902559	4.5360529	6.725195817	8.720415285	6.666756592	5.153805336	5.173926932	7.598671853	7.220136447	6.557655155	6.434628228	8.000563443	6.74819285	6.602703557	7.01234519	6.409390936	5.727920455
RL21	6.76420813	6.822730148	6.818901676	6.934280594	6.373300197	6.614709844	7.043300754	6.831623937	6.865423978	7.091699834	6.662490364	6.58044702	6.6794801	7.03668945	6.596935142	7.093813673	6.54225805	6.006746832	7.190812368	6.501439145	7.11997861	6.651051691	6.571373436	6.62935662	6.392317423	6.517275693	6.789207575	6.44625623	6.839203788	7.0725346	6.711494907	6.469234794	7.333112443	6.506208389	6.83541884	7.36719631	6.780047576	6.464341533	6.584962501	6.935887021	6.332707934	6.276124405	6.689299161	7.704595348	6.824004051	6.761551232	6.692092375	6.99095486	6.078951341	6.596935142	6.572889668	6.43629512	6.942514505	7.044394119	6.577428828	7.008988783	5.95419631	6.927185358	6.240314329	7.048759312	6.517275693	6.548436625	6.270528942	6.102238194	6.531381461	6.768184325	7.302867361	6.648177796	6.327328083	6.610286657	7.157852169	7.170926525	6.994353437	6.62497818	6.6043679	6.772149591	6.474111514	7.191799501	6.850499414	7.368942914	6.97384084	7.043300754	6.341630009	6.984133595	6.566815154	6.348728154	6.880195729	6.878437119	5.997744026	7.424586226	6.177917792	6.355791547	6.560714954	7.836050355	6.831623937	6.48058827	6.887525271	7.29186137	6.422905743	6.928370323	6.772007041
VPS45	6.62550119	6.685099172	6.892391026	6.736063628	5.937815169	7.001126665	6.493455201	6.806066226	6.292781749	6.693486957	6.375039431	6.981852653	6.548899831	7.283551423	6.997744026	5.762880293	7.044394119	6.291432549	7.427103287	6.624201931	7.115823977	6.87036472	6.261154673	7.298291731	6.668175869	6.638073837	6.501439145	7.004501392	6.373300197	6.531381461	6.830356747	6.587964989	6.348728154	6.226893814	6.554588852	6.454504938	7.023477152	5.551516018	6.673839056	6.191799501	6.409390936	7.514911265	6.910492832	6.449561375	6.795715007	6.694880193	6.719731057	6.571373436	5.482202926	6.081083929	6.806066226	6.085339669	6.705977902	7.0725346	5.807354922	6.803485376	6.590961241	6.791814071	6.472487771	6.316507819	6.139551352	6.213347282	6.888743249	6.426264755	7.170926525	7.077883864	6.512542955	6.316507819	6.852997588	5.614709844	6.658211483	6.568336182	7.077883864	6.808642468	6.54225805	6.161887682	6.599912842	7.142617655	6.247927513	4.786596362	6.512542955	6.694880193	6.613236955	6.785288981	6.845490051	5.217230716	6.23457796	6.994353437	4.54225805	5.554588852	6.773468928	6.763830644	6.617651119	4.638073837	6.892391026	6.04220656	6.87897051	6.736063628	6.601715794	6.195741293	6.548436625
AN32B	6.044394119	5.484910224	6.8899602	6.975224759	6.655351829	6.916476644	7.490249211	6.324762455	7.186597677	5.609280813	6.383215368	6.321540123	6.020146573	7.320123598	6.474111514	7.363696745	6.09592442	6.652486495	7.611024797	6.904484098	7.502235115	7.55688919	6.267479453	6.448208986	7.780703794	5.339850003	8.193771743	6.354028938	7.617651119	6.165911939	7.420381341	6.800726204	5.332707934	6.934280594	7.192785959	6.017921908	7.211253734	6.937815169	6.050936965	9.299436999	6.741466986	6.458272542	7.45779126	6.444654722	7.103287808	8.352264173	6.955359305	6.754887502	6.102238194	5.300123725	6.906720788	6.71273392	6.566815154	7.568336182	6.28762499	7.874674032	6.801375829	7.112700133	6.38674935	6.815077841	6.395520237	5.804776378	6.279842694	6.253611152	6.362820526	7.086401646	4.842978832	5.587964989	6.318316841	6.808642468	6.911691582	7.246027981	6.849248703	7.329123596	7.080823878	7.031218731	6.239193528	6.266786541	6.383704292	4.277984747	7.029059969	6.636624621	5.263034406	6.887525271	7.024585638	6.247927513	6.465974465	7.361943774	5.994905725	7.221103725	7.521207816	7.761551232	7.112700133	6.623515741	6.917670434	6.903094739	6.645298164	7.46760555	7.549977143	6.593951284	6.557655155
GBG10	5.99095486	6.784042961	6.402585758	7.114544889	6.694880193	7.200653436	6.699051844	6.233448257	6.59760372	6.294931368	6.807074179	6.299411107	6.244848362	5.906890596	6.187846909	6.701450887	6.292781749	6.485426827	7.267723052	5.827819025	6.856736756	6.8008999	7.368942914	7.407484576	6.944858446	6.599248464	7.133754078	6.392658346	6.928663305	7.032321287	6.102248356	6.129283017	5.935459748	7.130118443	7.432959407	7.389738879	6.90557506	7.455946593	6.953032377	5.602884409	6.903669126	7.517688673	6.521992956	8.164906927	6.592457037	7.109569509	6.715618859	6.399171094	6.223036338	7.567866957	6.893991512	5.977279923	7.820178962	7.210156327	7.510170751	7.055282436	6.693486957	6.910492832	6.01346226	7.218199944	6.276124405	7.421324191	6.697662633	6.015693807	7.216260837	7.031218731	7.392743624	6.447909749	7.098032083	6.686500527	7.269594252	6.543805176	6.62058641	7.162918518	7.139551352	6.775389587	6.778734244	6.261154673	6.633721813	5.95419631	7.243361801	6.915281866	5.981852653	7.369815424	6.758889433	6.424631649	6.732149549	7.299208018	5.599912842	7.422064766	7.953614461	6.886328537	7.344295908	6.338067798	6.40599236	8.214804795	6.715618859	7.529040056	6.633721813	6.332707934	6.812498225
ZN800	5.587964989	5.432959407	5.918863237	6.318316841	4.802193217	7.386293635	6.917670434	5.683696454	7.359310317	6.381975479	7.157852169	6.551516018	5.491853096	6.827819025	6.38024459	5.329123596	7.473299871	6.074676686	7.883865155	5.958842675	7.111657346	6.924812504	6.798309782	7.170926525	5.485426827	6.257387843	7.274261661	7.615445725	6.478971805	7.23457796	5.078951341	6.203592714	6.897240426	6.348728154	5.958842675	7.298291731	5.419538892	5.937815169	5.995484519	4.972692654	6.055282436	6.336283388	5.741466986	7.780703794	5.736063628	7.48058827	6.081083929	6.442943496	6.381975479	6.407692649	5.354028938	5.804776378	6.102238194	6.866660751	6.366322214	6.416164165	6.509379149	7.716990894	5.909293086	6.844234988	6.011227255	6.40599236	7.110613806	5.091699834	7.621319301	6.459431619	6.772149591	5.923624611	7.152791852	5.822730148	5.197708158	6.780047576	5.949534933	6.037821465	6.912889336	7.271463028	7.115823977	6.87036472	7.163901214	4.638073837	7.837943242	5.738767837	6.309248961	5.259272487	7.164906927	4.921245889	6.276124405	6.715618859	5.783980414	4.292781749	8.116863758	6.008988783	6.930737338	6.341630009	5.760220946	7.293701542	7.368069877	7.599168993	5.43629512	7.432124273	6.053111336
