	N120A	N123A	N124A	N126A	N130A	N131A	N137A	N138A	N140A	N141A	N142A	N144A	N145A	N146A	N148A	N149A	N150A	N151A	N152A	N153A	N154A	N156A	N157A	N158A	N160A	N161A	N162A	N163A	N165A	N166A	N169A	N170A	N171A	N172A	N173A	N175A	N176A	N177A	N178A	N179A	N180A	N181A	N182A	N183A	N185A	N186A	N187A	N188A	N189A	N190A	N192A	N197A	N199A	N200A	N201A	N202A	N203A	N204A	N205A	N208A	N209A	N210A	N211A	N212A	N214A	N215A	N216A	N219A	N220A	N221A	N222A	N223A	N224A	N226A	N228A	N229A	N230A	N232A	N233A	N234A	N237A	N238A	N239A	N240A	N242A	N244A	N245A	N246A	N248A	N250A	N251A	N252A	N254A	N255A	N257A	N260A	N261A	N262A	N263A	N264A	N265A	N267A	N268A	N270A	N153AA
C1QC	6.731997787	5.703211467	6.525129251	6.357552005	5.545350645	6.703211467	6.442943496	6.287250643	5.378511623	7.071462363	5.422905743	6.503030646	6.28169825	6.454504938	6.268658955	6.818901676	7.610286657	6.617651119	5	6.757556689	5.988684687	5.638073837	6.891176125	6.761551232	6.963474124	6.94602899	6.791814071	6.6794801	7.511752654	6.427941333	6.860466259	7.310158318	5.566815154	5.961160258	5.022367813	7.658925511	4.857980995	6.318316841	5.623515741	5.62058641	7.209453366	6.656782364	7.063934306	7.138527801	5.791814071	6.255500733	7.073606041	5.392317423	5.705977902	5.757556689	6.768184325	7.089582893	5.857980995	7.428778891	5.566815154	6.421223299	7.212374788	6.731997787	5.017921908	5.008988783	7.964629667	6.312882955	6.933100475	5.809928866	7.016808288	6.636624621	6.992088609	6.798309782	7.729280846	6.456149035	7.676662335	6.944858446	7.106432078	6.958842675	6.658211483	7.673132372	6.62058641	6.539158811	6.722466024	5.923624611	6.031218731	5.296457407	7.394033895	6.95419631	6.791814071	6.312882955	6.024585638	6.23457796	6.773468928	6.157852169	5.744161096	4.399171094	5.857980995	6.093813673	5.551516018	4.786596362	6.189824559	6.5360529	5.247927513	6.73470962	5.112700133	7.06501215	7.452858965	6.58345891	6.427941333
C1R	7.203592714	6.161887682	6.826548487	6.307428525	7.610286657	7.056366761	6.510961919	7.473299871	5.746850183	6.718361626	5.346956889	6.905687849	5.87774425	6.949534933	5.984133595	6.213347282	7.146695948	6.596935142	6.189824559	5.251719093	6.339850003	6.948367232	6.925999419	6.700439718	6.560714954	6.753551055	6.627898616	5.475733431	6.758889433	6.980710829	7.748863715	6.581953751	7.21916852	6.813781191	6.376776572	6.994353437	6.375039431	6.261154673	6.948367232	6.808642468	6.896029603	6.708739041	6.816343705	6.633721813	5.857980995	6.121015401	6.557655155	6.28169825	5.652486495	6.925999419	7.263973355	7.161887682	6.844234988	6.663913842	7.700439718	6.87282876	7.069315495	6.483815777	6.110613806	6.171927354	8.019034669	6.729280846	6.548436625	7.683696454	7.225930411	8.888438851	6.390598906	6.722466024	7.294620749	6.568336182	7.723148957	5.314696526	5.882643049	7.40173285	6.501439145	7.056366761	7.185866545	7.409390936	6.910492832	6.752213368	7.30833903	7.661778098	6.373300197	7.020146573	6.459431619	6.815063017	6.839203788	8.868205227	7.36018867	6.829088444	8.356672044	6.897240426	6.930737338	6.601399391	7.422905743	6.663913842	7.246027981	7.687200695	6.948367232	6.510961919	5.285402219	6.809928866	7.049848549	7.116863758	6.197708158
C1S	7.393175914	6.366322214	6.571373436	6.129283017	7.39145842	6.777419716	6.236492618	7.251719093	5.129283017	6.87282876	5.40599236	7.116863758	5.548436625	7.46760555	5.968090752	6.346956889	6.881419908	6.523561956	6.081083929	4.786596362	6.653919873	7.285402219	6.799605422	6.882643049	6.569855608	7.400025518	6.173926932	7.496654083	7.01346226	6.98982022	7.617651119	6.6395216	6.956521363	6.266786541	6.123086751	6.532940288	6.12722055	6.397460726	7.352264173	7.094869433	6.826548487	6.746850183	6.482202926	6.705977902	6.002252452	6.114783447	6.749534268	5.83541884	5.495055528	6.197708158	7.093813673	7.284477118	6.64096791	6.770829046	7.62935662	6.915281866	7.191799501	6.163901214	5.778734244	6.102238194	8.044940491	6.729280846	6.635173947	7.680886921	7.021257621	6.434628228	6.655351829	6.474111514	7.230741003	5.99095486	8.102763097	5.87036472	5.658211483	7.397460726	6.465974465	7.040015679	7.10433666	7.185866545	7.034523875	6.03562391	6.602884409	6.849248703	6.276124405	6.744161096	5.852997588	7.431288654	6.935459748	8.588339861	7.441284272	6.658211483	8.368069877	6.976134473	6.923624611	6.320123598	6.614709844	6.114783447	6.626439137	7.596935142	5.462706751	6.534497434	5.078951341	6.777419716	7.037821465	7.257387843	6.14363831
CO2	6.407692649	7.45532722	7.671010241	6.45779126	7.161887682	7.643134662	7.559185866	6.50779464	5.478971805	6.131342539	7.405141463	7.671010241	6.417852515	7.686500527	7.156841525	7.213347282	5.475733431	7.644577357	6.456149035	5.307428525	6.397460726	6.163901214	7.939579214	8.043300754	7.061776198	7.463524373	5.722466024	7.36018867	6.452858965	7.040015679	6.06608919	6.38024459	6.786596362	7.422064766	5.626439137	6.116863758	6.87897051	7.442943496	5.375039431	6.30560579	6.82527683	6.893604905	5.694880193	7.77280941	7.005624549	6.312882955	6.971543554	7.083213368	6.839203788	7.444600814	7.122051448	7.424586226	6.765534746	6.274261661	5.422905743	6.77478706	7.092757141	6.442943496	5.692092375	5.321928095	6.388878339	6.980710829	7.492654371	6.523561956	6.782670659	6.680886921	6.5360529	7.235535607	7.269594252	6.993221467	6.581953751	6.14363831	7.461070114	6.696272084	6.399171094	7.014578465	6.970393538	7.678776174	7.521207816	5.54225805	6.813781191	6.452858965	6.224966365	5.937815169	6.285402219	6.059614856	5.551516018	6.794415866	6.289096702	5.478971805	6.421223299	6.859224162	5.300123725	6.04220656	6.54225805	5.741466986	6.485426827	5.255500733	5.177917792	7.022367813	6.373300197	6.503030646	8.219652565	7.599168993	7.40173285
CO3	6.015693807	6.937815169	5.797012978	6.776103988	7.275193334	7.840463234	7.366322214	6.958842675	6.656782364	6.279842694	6.593951284	7.767522386	5.719731057	7.683696454	6.798309782	6.296457407	6.955359305	6.782670659	6.175923742	5.224966365	6.722466024	6.636624621	8.151777655	7.597680144	6.110613806	6.806066226	5.860466259	6.159871337	5.733354341	6.504620392	6.730639956	6.649615459	6.699051844	6.334496768	6.362820526	6.652486495	7.300123725	7.098032083	7.36719631	6.578938713	6.874059203	6.672425342	6.818901676	7.196725061	6.183883459	6.369815424	6.947198584	7.614709844	6.680886921	7.348728154	6.941341105	7.942514505	7.374170076	6.068240861	6.327328083	6.733354341	7.030115331	6.185866545	6.525129251	5.812498225	6.813781191	7.706668682	7.01346226	6.995484519	6.414473836	6.224966365	6.622051819	7.466790238	7.454504938	7.439623138	7.045486656	6.006746832	6.699051844	7.073606041	6.266786541	6.532940288	7.223036338	6.936637939	7.254556252	6.893604905	6.330916878	7.146695948	6.407692649	6.602884409	6.12722055	6.769507291	6.829088444	7.653919873	6.982993575	6.46760555	7.982993575	7.513332824	6.301953395	6.203592714	6.392317423	6.648177796	6.852997588	6.350497247	6.791814071	7.416164165	6.995484519	6.874059203	6.804776378	7.357552005	6.714245518
CO4A	6.183883459	6.886306263	7.029058678	6.545350645	7.17292749	6.790511412	7.347842794	6.696272084	7.55228484	7.437127844	6.259272487	7.525129251	6.368069877	8.05853297	6.388878339	6.060513163	7.048759312	6.512542955	6.383704292	4.137503524	7.198690586	6.456149035	7.173926932	8.589089313	6.852615045	7.05202456	6.31937516	5.873750614	6.673839056	6.905756765	6.312882955	7.000472329	7.070389328	6.133399125	7.608809243	7.174925683	7.556122818	7.497452696	8.109569509	3.485426827	7.315927614	6.941717461	6.613892188	6.928370323	6.006746832	6.5360529	7.213347282	6.54225805	6.508389805	5.381975479	7.007868243	7.316507819	7.369815424	6.773401702	6.841721581	6.587584832	7.520422249	6.665335917	4.812498225	6.131342539	7.049900125	6.62497818	6.675058294	7.361899346	6.934486203	6.704056016	6.911518627	3.017921908	7.050936965	7.590961241	6.835931522	6.17326651	5.655351829	7.06501215	6.373300197	6.813781191	7.195741293	6.852594605	6.503030646	6.447909749	4.129283017	7.167919866	6.852997588	7.427336532	6.88558203	6.869793278	7.509379149	8.538770938	8.49625461	6.024585638	8.10924684	7.544578117	6.874263543	7.359310317	6.646738698	8.87897051	6.693386887	6.858272385	7.20261362	7.521992956	7.158862106	6.681951279	7.776103988	7.24522014	5.972692654
CO4B	5.862947248	7.11997861	6.512542955	6.921245889	7.409390936	7.001126665	7.553821257	7.317412614	6.332707934	6.972692654	6.23457796	7.667466405	5.459431619	7.381110294	6.812498225	6.201633861	7.084276911	6.630813152	6.171927354	4.791814071	6.427941333	6.842978832	8.198199455	7.928962441	6.024585638	6.898450233	5.599912842	5.48864354	5.894817763	6.323730338	6.301953395	6.253611152	6.62497818	6.12722055	6.414473836	5.963474124	6.697662633	7.298291731	7.474111514	6.022367813	6.584962501	6.456149035	6.290940402	6.676662335	6.129283017	6.619119511	6.758889433	8.120497098	6.642412773	7.316507819	7.526694846	7.814422247	6.974988112	5.683696454	6.896029603	6.568336182	7.834154981	6.285402219	6.525129251	5.599912842	7.451211112	7.536830005	7.014578465	7.936637939	6.830356747	6.155830172	6.059614856	6.75087444	7.427941333	8.029011087	7.621319301	5.205548911	6.373300197	8.447083226	6.318316841	6.756222713	7.073606041	6.45779126	6.985272714	6.279842694	6.854245054	7.967514481	6.82527683	6.12722055	5.993221467	6.259272487	7.001126665	8.54341855	6.912889336	7.06501215	8.243650042	7.320123598	6.710117632	7.020146573	6.756222713	7.121015401	7.807998839	8.368506462	7.114783447	7.510170751	6.710117632	6.635173947	6.996614715	6.757556689	6.562242424
CO5	6.361066489	6.560714954	6.675251386	6.449561375	7.207502459	6.482202926	7.640244936	7.352264173	6.06608919	6.565292521	5.944858446	7.047669251	5.897240426	7.076815597	6.085339669	6.368069877	7.024585638	6.264911693	6.622051819	5.129283017	6.744161096	7.236492618	7.632268215	7.180903709	6.469234794	6.721099189	6.171927354	5.584962501	6.068240861	6.517275693	6.510961919	6.165911939	7	7.032321287	7.349612972	6.301953395	7.184875343	6.646738698	8.008988783	6.62058641	6.325530332	6.551516018	6.976134473	6.906890596	5.921245889	6.622051819	6.837943242	8.00337736	6.459431619	7.275193334	6.97384084	7.415319248	7.085339669	6.676662335	6.970393538	6.827819025	6.314696526	6.501439145	6.773468928	6.613236955	6.944858446	8.066627409	6.904484098	8.044940491	6.686500527	6.181897643	6.498250868	7.015693807	7.100136671	7.116863758	7.899054756	5.285402219	6.569855608	7.203592714	6.246027981	7.093813673	7.105384749	7.166916252	7.121015401	7.117902789	7.133399125	7.489446599	6.475733431	6.586464526	5.617651119	6.789207575	7.383704292	8.16540952	7.270528942	7.144658243	7.996614715	5.9795681	5.995484519	6.06608919	7.20261362	7.903881846	6.626439137	7.193771743	7.154818109	6.845490051	5.914086097	7.077883864	6.95419631	6.483815777	6.686500527
C1QBP	5.933100475	5.686500527	5.929990924	6.121015401	3.185866545	5.895498741	6.240314329	5.852997588	5.572889668	6.425973662	5.217230716	5.977279923	6.131479938	4.201633861	7.062855655	6.357028172	7.306042989	6.475733431	6.806066226	8.139039668	6.053111336	6.103001679	6.407692649	6.215290306	6.476797361	5.742321599	7.447909749	7.484621527	6.510961919	7.505414609	7.255500733	6.255500733	6.236492618	5.100136671	5.865423978	5.892391026	5.475733431	5.799605422	5.988684687	6.238686814	5.776103988	7.201633861	6.619119511	5.741466986	7.411934625	6.193771743	6.697662633	2.03562391	6.106266678	4.439623138	6.710117632	6.033423002	6.48703608	8.286788759	6.962317655	7.77478706	6.139551352	7.00337736	7.481395824	6.690056706	6.581953751	6.551516018	5.902073579	5.730639956	7.353146825	7.769507291	6.30560579	6.715618859	6.380972993	3.247927513	6.266786541	6.977279923	7.393955837	7.419538892	6.417852515	6.765534746	6.091635372	7.255500733	5.944858446	6.062860193	5.958842675	6.253611152	6.887525271	5.224966365	8.139039668	6.993221467	6.601399391	4.285402219	5.266786541	6.475733431	4.419538892	5.822730148	6.388878339	6.329123596	6.826678434	6.106432078	6.166805833	5.815063017	5.697662633	5.914086097	6.62497818	6.608809243	6.376776572	6.943686952	6.766860144
CO6	6.199672345	6.323730338	6.996614715	6.696272084	7.17292749	6.462706751	7.41869595	6.981852653	5.930737338	6.757556689	6.512542955	7.23935985	6.545350645	6.807354922	6.155830172	6.672425342	7.089582893	6.294620749	6.569855608	5.596935142	6.77478706	7.23935985	7.762215916	7.102238194	6.223036338	6.692092375	6.971543554	6.464341533	6.338067798	7.666756592	6.334496768	6.968090752	7.032321287	7.318316841	7.624247146	6.626439137	6.817623258	7.055282436	7.452035274	7.150762744	7.139551352	7.071462363	7.339850003	6.948367232	6.183883459	7.335390355	6.663913842	7.069315495	6.808642468	7.655351829	6.475733431	7.344295908	7.206526016	6.766860144	6.277984747	7.110613806	6.540709263	6.778734244	6.740118043	6.956521363	6.871597266	7.024585638	6.669593751	8.214804795	6.110613806	6.397460726	6.827819025	6.789207575	7.532940288	7.124121312	8.1048608	6.177917792	7.056366761	7.605109074	6.419538892	7.235535607	6.371558863	7.417852515	7.050936965	7.470048726	7.255500733	6.891176125	6.730639956	7.151777655	5.663913842	6.928370323	6.746850183	7.137503524	7.307428525	6.711494907	7.668884984	6.506208389	6.846744023	5.949534933	7.215290306	7.937815169	6.40599236	7.346956889	7.007868243	6.617651119	5.935459748	6.995484519	7.125155131	6.437960088	7.240314329
CO7	7.141596278	6.394033895	6.794415866	6.409390936	7.613236955	5.61176256	8.010667963	7.30560579	6.217230716	6.905687849	6.163901214	6.804776378	6.357552005	6.842978832	6.730639956	5.9795681	6.74281467	6.464341533	6.836681593	5.885086225	6.414473836	7.243173983	7.199672345	7.419538892	5.666756592	6.495055528	6.963474124	5.906890596	6.635173947	7.320123598	6.523561956	6.491853096	7.329123596	7.298291731	7.563768278	6.551516018	7.293701542	7.021257621	7.294620749	7.298291731	7.212374788	6.972692654	7.350497247	6.933100475	5.862947248	7.348728154	6.429615964	7.268658955	6.224966365	8.01402047	6.598424761	6.899659026	7.224001674	6.754887502	6.534497434	7.40599236	6.061776198	6.768184325	6.841721581	7.383704292	6.789207575	6.45779126	5.791814071	8.606220121	5.635173947	6.246027981	6.87036472	6.912889336	7.031218731	6.830356747	7.887525271	5.412781525	6.586464526	7.864805194	6.900866808	7.423746229	6.444600814	7.373300197	6.87897051	7.656067274	7.339850003	7.237448996	6.373300197	7.0725346	5.321928095	6.908092341	6.880195729	7.508587112	7.562242424	6.844234988	7.581200582	6.862947248	6.98982022	6.630813152	7.46515823	8.332707934	6.040015679	7.45532722	7.153805336	6.741466986	6.334496768	7.019034669	6.87036472	6.599912842	7.29186137
CO8A	6.703211467	6.972692654	5.62058641	6.236492618	7.731997787	6.296457407	8.092757141	7.827819025	5.551516018	7.270528942	5.189824559	6.938991439	5.700439718	7.212374788	6.993221467	5.209453366	6.822730148	6.754887502	7.691394579	5.125155131	6.672425342	7.005624549	7.383704292	6.8008999	6.022367813	6.676662335	5.783980414	5.472487771	6.201633861	6.92243574	6.283551423	5.906890596	7.116863758	6.390598906	6.675251386	6.754887502	7.382840144	6.837943242	7.532940288	7.128252152	6.587964989	6.454504938	6.718361626	6.215290306	6.802193217	6.903279342	6.700439718	8.166414183	6.799605422	7.605109074	6.66106548	7.329123596	7.384567923	6.891176125	6.62935662	6.935459748	6.712870868	6.209453366	8.009548727	6.793115555	7.01234519	7.452035274	6.491853096	7.563005553	6.44625623	6.483815777	5.478971805	6.540709263	6.705977902	7.158862106	8.068778278	5.452858965	5.981852653	7.686500527	6.807354922	7.749534268	7.034523875	6.845490051	7.11997861	7.139551352	6.369815424	9.541096615	5.66106548	6.662490364	6.741466986	6.388878339	6.834154981	7.464341533	6.807354922	6.341630009	7.321026129	6.255500733	6.388878339	6.385431037	6.746850183	7.932510053	5.472487771	7.11997861	6.659639187	6.685099172	5.837943242	6.675251386	6.997744026	6.17990909	7.335390355
CO8B	6.279842694	7.443772393	4.972692654	6.517275693	6.930737338	6.199672345	8.296916207	7.130313146	6.037821465	7.090641752	4.765534746	6.783980414	5.578938713	7.58345891	7.289096702	4.822730148	6.336283388	6.839203788	7.274261661	5.462706751	6.562242424	7.03562391	7.719731057	7.046578367	5.911691582	6.454504938	5.638073837	5.255500733	6.354028938	6.465974465	6.015693807	5.485426827	7.146695948	5.842978832	7.164906927	6.307428525	7.221103725	6.883865155	7.464341533	6.199672345	6.563768278	6.407692649	6.960001932	5.963474124	6.816343705	6.586464526	6.496654083	8.085870755	7.50779464	7.242221395	6.849248703	7.264911693	7.412781525	7.404290064	6.6043679	6.87897051	7.311067102	6.461070114	7.123086751	6.758889433	6.663913842	7.762880293	6.656782364	7.892391026	6.673839056	6.402585758	6.011227255	6.682292371	6.171927354	7.126188211	7.48864354	5.339850003	5.040015679	6.905687849	6.409390936	7.520422249	6.721099189	6.729280846	7.108524457	7.005624549	6.528258743	8.57251076	5.902073579	6.518849829	6.933100475	6.332707934	6.941341105	7.54303182	6.40599236	6.09592442	7.011227255	5.623515741	6.444600814	6.43629512	6.802193217	7.791162889	5.070389328	7.368069877	7.055282436	7.160879862	6.09592442	6.916476644	6.571373436	5.711494907	7.306517445
CO8G	6.089582893	6.48864354	6.289096702	6.390598906	7.489446599	6.578938713	8.011786331	7.587214952	6.155830172	6.772149591	5.64096791	7.101187815	5.786596362	7.288173968	6.697662633	4.343407822	6.475733431	6.73470962	7.299208018	5.655351829	6.899659026	6.864186145	7.108524457	6.682292371	5.575917361	6.510961919	5.545350645	6	6.189824559	6.14974712	5.791814071	5.781359714	6.822730148	6.274261661	6.554588852	5.221103725	7.152791852	6.777419716	7.452035274	6.62058641	6.390598906	5.754887502	6.388878339	6.03562391	6.75087444	6.506208389	6.478971805	8.187352073	7.618385502	6.830356747	6.50779464	6.953032377	6.909293086	6.707359132	6.818901676	6.729280846	6.622051819	5.925999419	7.632268215	6.824004051	6.619119511	7.772149591	6.114783447	7.553821257	5.776103988	5.963474124	5.840463234	6.680886921	6.556122818	6.92243574	7.928962441	5.03562391	5.599912842	6.635173947	6.461070114	7.313790025	6.754887502	6.601399391	6.77478706	6.912889336	6.816343705	9.118422024	5.510961919	6.577428828	5.626439137	6.294620749	6.311067102	7.478162893	6.824004051	6.459431619	7.578183968	6.098032083	6.116863758	6.469234794	7.64385619	8.059614856	4.776103988	6.842978832	7.224001674	6.769507291	5.587964989	6.671010241	6.270528942	6.191799501	6.475733431
CO9	6.108524457	7.022367813	7.002252452	7.024585638	7.969242604	4.842978832	8.392317423	7.807998839	5.485426827	7.245077275	5.557655155	6.48703608	6.28169825	6.173926932	6.213347282	6.044394119	6.917670434	6.402585758	6.545350645	6.091699834	6.330916878	7.505414609	7.442943496	6.766860144	5.765534746	6.189824559	6.761551232	5.733354341	6.074676686	6.988684687	5.697662633	6.203592714	7.649615459	7.03562391	8.10433666	6.354028938	7.504620392	6.447909749	7.173926932	7.364572432	7.016808288	6.802193217	7.636624621	6.680886921	6.820178962	6.958842675	6.169925001	8.138527801	6.465974465	8.464749939	7.069315495	6.683696454	7.442114122	7.449561375	6.731997787	7.596935142	6.290940402	7.636624621	6.928370323	8.181897643	6.572889668	7.343407822	6.523561956	8.17990909	6.116863758	6.539158811	6.666756592	6.933100475	6.630813152	7.334496768	7.861707287	5.526694846	6.690696444	7.706668682	7.140574178	7.810571635	6.993221467	7.572131751	7.147713722	8.830990481	6.745506266	7.87958325	6.276124405	7.255500733	5.50779464	6.753551055	7.692092375	7.95070169	7.043300754	6.390598906	6.64096791	5.652486495	7.221103725	6.635173947	6.82527683	8.619486376	5.99095486	7.343407822	7.425425735	6.601399391	5.189824559	6.906890596	6.199672345	5.799605422	7.409390936
