	N120B	N123B	N124B	N126B	N130B	N131B	N137B	N138B	N140B	N144B	N145B	N146B	N148B	N149B	N150B	N151B	N152B	N153B	N154B	N155B	N156B	N158B	N160B	N161B	N162B	N163B	N164B	N165B	N166B	N169B	N170B	N171B	N172B	N173B	N176B	N177B	N178B	N179B	N180B	N182B	N185B	N186B	N187B	N188B	N189B	N190B	N192B	N193B	N195B	N197B	N198B	N199B	N200B	N202B	N203B	N204B	N205B	N209B	N210B	N211B	N212B	N214B	N215B	N216B	N217B	N218B	N219B	N220B	N221B	N222B	N223B	N224B	N226B	N228B	N229B	N232B	N233B	N234B	N235B	N237B	N238B	N239B	N240B	N242B	N243B	N245B	N246B	N247B	N248B	N250B	N251B	N254B	N255B	N256B	N257B	N258B	N259B	N260B	N261B	N263B	N264B	N265B	N266B	N267B	N268B	N269B	N270B	N153AB
IGHG2	6.904484098	6.151777655	6.10433666	6.429615964	7.742140985	7.390598906	5.602884409	6.54225805	5.714245518	6.682292371	4.935459748	6.963474124	6.033423002	5.804776378	6.543805176	5.614709844	6.411087227	5.727920455	6.854245054	7.612499946	6.385431037	8.073606041	5.247927513	5.608809243	6.866660751	6.528258743	6.236492618	7.010108453	6.345183447	5.357552005	6.050936965	5.289096702	6.614709844	5.727920455	6.263034406	5.177917792	5.381975479	6.586464526	6.719731057	6.682292371	5.409390936	6.207502459	6.75087444	5.807354922	7.497452696	7.307428525	5.930737338	5.947198584	5.416164165	5.935459748	5.947198584	5.87036472	5.566815154	6.392317423	6.070389328	6.437960088	6.338067798	6.029011087	5.746850183	6.461070114	5.602884409	5.892391026	7.597680144	6.167919866	6.053111336	6.272396509	5.548436625	5.802193217	7.266786541	6.930737338	5.201633861	5.145677455	6.955359305	5.727920455	6.619119511	6.046578367	5.94016675	6.995484519	6.87897051	5.303780748	6.444600814	6.791814071	5.593951284	5.857980995	5.083213368	7.289096702	7.947783026	6.434628228	6.12722055	5.560714954	8.000563443	6.141596278	6.321928095	7.23935985	5.100136671	6.226893814	9.117383367	7.245077275	6.43629512	6.397460726	7.593204354	6.279842694	6.780047576	5.708739041	6.246027981	5.557655155	6.137503524	6.0
IGHG3	6.024585638	6.812498225	5.569855608	6.070389328	8.999718196	7.306517445	6.309248961	6.439623138	5.292781749	6.942514505	5.259272487	6.03562391	5.22881869	5.523561956	6.074676686	5.495055528	6.545350645	6.189824559	6.407692649	6.383704292	6.375039431	6.528258743	5.968090752	5.44625623	6.871597266	6.864186145	5.596935142	6.48058827	5.608809243	4.350497247	5.887525271	5.956521363	6.121015401	6.994353437	5.809928866	3.807354922	6.17990909	4.614709844	6.414473836	5.827819025	6.199672345	7.596935142	5.608809243	6.369815424	7.183883459	7.40173285	5.259272487	6.439623138	5.8899602	6.078951341	5.475733431	5.947198584	5.368069877	6.264911693	6.274261661	6.341630009	6.432959407	6.276124405	5.855491443	6.851749041	5.456149035	6.859224162	7.323730338	6.74819285	5.201633861	6.102238194	5.368069877	5.830356747	7.071462363	6.560714954	5.495055528	6.397460726	6.87282876	5.669593751	7.630813152	5.675251386	6.885086225	7.096978636	7.393175914	5.06608919	6.050936965	6.474111514	5.357552005	6.83541884	5.741466986	7.563768278	9.357552005	6.368069877	6.141596278	6.089582893	8.164906927	5.885086225	6.577428828	6.605849867	4.560714954	5.736063628	9.185866545	6.752213368	6.223036338	5.899659026	6.108524457	5.697662633	7.713558356	5.804776378	6.017921908	5.311067102	5.339850003	4.832890014
IGHG4	6.850499414	7.054197294	6.169925001	6.17990909	7.356672044	6.799605422	5.593951284	5.392317423	5.575917361	6.416164165	3.906890596	6.701826258	5.563768278	5.563768278	6.648177796	5.078951341	4.906890596	6.586464526	6.031218731	7.782670659	6.100136671	8.527477006	5.827819025	5.137503524	6.470862199	5.686500527	5.794415866	6.882643049	7.033423002	5.951867504	6.093813673	6.031218731	6.653919873	4.786596362	5.50779464	6.01346226	6.58044702	5.711494907	6.381975479	7.415319248	4.958842675	5.368069877	6.426264755	5.388878339	7.716990894	6.165911939	5.797012978	5.9795681	5.783980414	6.085339669	6.653919873	6.510961919	5.185866545	6.053111336	4.807354922	7.637349411	6.139551352	6.371558863	7.093813673	5.669593751	5.321928095	5.485426827	7.750204509	6.044394119	5.495055528	6.201633861	5.855491443	6.171927354	6.14363831	7.579693063	6.462706751	4.498250868	5.277984747	5.587964989	7.412781525	5.840463234	6.740118043	7.182890893	7.714245518	6.033423002	6.050936965	5.809928866	5.827819025	6.485426827	5.112700133	5.897240426	7.319220503	6.548436625	5.711494907	4.694880193	8.859534786	5.675251386	6.540709263	6.896029603	6.044394119	7.478971805	9.103025476	7.092757141	5.617651119	6.314696526	6.920055055	5.904484098	6.578938713	5.909293086	7.421223299	5.942514505	6.325530332	6.033423002
IGKC	5.746850183	6.815063017	5.44625623	6.203592714	7.807998839	7.025693274	6.477353527	6.193771743	5.918863237	6.929554316	4.754887502	6.566815154	5.605849867	5.270528942	6.131342539	5.177917792	6.12722055	6.266786541	6.916476644	6.496654083	6.053111336	7.82336724	5.778734244	4.700439718	7.987548259	6.703211467	6.431288654	6.385431037	6.45779126	4.781359714	6.529820947	5.807354922	5.760220946	6.311067102	6.050936965	5.566815154	6.087462841	5.714245518	7.168922782	6.432959407	5.181897643	5.968090752	5.904484098	6.270528942	7.960581211	7.055282436	4.770829046	5.830356747	6.04220656	5.626439137	6.211401637	6.506208389	6.221103725	5.916476644	5.791814071	7.292781749	6.512542955	6.093813673	6.0	6.261154673	5.395748328	5.840463234	6.397460726	6.459431619	5.623515741	6.757556689	5.809928866	6.046578367	7.070389328	6.8008999	5.419538892	5.053111336	6.914086097	5.675251386	6.733354341	5.649615459	6.478971805	6.211401637	7.084276911	5.5360529	5.8899602	6.10433666	6.272396509	5.733354341	4.852997588	6.752213368	8.085870755	5.880195729	6.318316841	5.617651119	7.868513924	5.462706751	6.565292521	6.864186145	5.277984747	6.526694846	8.294620749	7.358431429	6.223036338	6.141596278	6.672425342	6.139551352	6.350497247	5.314696526	6.399171094	4.902073579	6.683696454	5.935459748
HV118	6.0725346	6.791814071	6.139551352	5.714245518	7.264911693	6.645298164	6.799605422	6.06608919	6.125155131	7.17990909	4.911691582	6.976134473	6.070389328	5.82527683	6.663913842	5.462706751	6.247927513	6.053111336	6.916476644	6.824004051	6.053111336	8.410663341	5.48864354	4.608809243	8.55228484	6.159871337	6.321928095	6.844234988	6.472487771	4.852997588	6.129283017	5.224966365	4.99095486	6.424586226	6.12722055	5.100136671	6.646738698	5.892391026	6.48058827	6.289096702	5.017921908	5.885086225	5.599912842	6.21916852	7.369815424	7.208478242	4.727920455	5.44625623	6.246027981	5.593951284	6.431288654	5.925999419	6.534497434	5.794415866	5.43629512	6.920055055	5.529820947	5.855491443	6.011227255	5.692092375	5.031218731	5.251719093	6.387155718	6.581953751	5.930737338	6.947198584	5.475733431	5.970393538	6.761551232	6.749534268	5.655351829	5.43629512	6.598424761	5.54225805	6.48864354	5.738767837	6.381975479	5.865423978	7.034523875	5.40599236	5.749534268	6.409390936	5.736063628	6.0	3.786596362	6.6043679	7.923624611	6.247927513	6.153805336	5.802193217	8.040015679	5.638073837	7.212374788	6.638073837	5.426264755	6.574404309	7.785288981	7.368069877	6.454504938	6.593951284	7.287250643	6.772149591	6.070389328	5.590961241	5.885086225	5.329123596	6.153805336	5.754887502
HV169	7.067165427	5.850499414	6.185866545	6.249824549	8.1048608	7.713558356	6.766860144	6.388878339	6.294620749	6.451211112	4.842978832	6.301953395	5.161887682	5.944858446	6.636624621	5.0	6.193771743	5.485426827	4.161887682	7.191799501	6.407692649	8.528258743	5.855491443	5.781359714	7.451211112	5.697662633	6.923624611	6.936637939	6.102238194	5.357552005	6.129283017	5.694880193	4.770829046	6.277984747	5.752213368	5.402585758	6.213347282	5.504620392	6.754887502	6.593951284	5.244125943	5.942514505	5.557655155	5.947198584	7.851749041	7.258330473	5.385431037	6.175923742	6.242221395	6.055282436	6.311067102	6.512542955	5.8899602	5.599912842	5.911691582	7.118941073	6.183883459	5.655351829	6.387155718	6.177917792	5.465974465	5.791814071	6.540709263	5.783980414	6.205548911	6.215290306	6.666756592	5.942514505	6.64096791	7.290940402	5.683696454	4.852997588	6.993221467	5.94016675	6.675251386	5.649615459	6.614709844	4.224966365	7.315602457	5.87036472	4.64385619	6.04220656	4.177917792	5.399171094	4.584962501	6.147713722	8.188836073	5.83541884	5.581953751	6.114783447	7.904484098	6.416164165	6.116863758	6.354028938	5.916476644	5.716990894	8.642051693	7.752882366	5.672425342	6.048759312	6.572889668	6.737416366	5.880195729	5.599912842	6.645298164	6.159871337	9.284708449	5.491853096
HV330	6.093813673	6.491853096	5.789207575	6.125155131	7.470048726	6.452858965	6.311067102	5.957451373	6.022367813	6.923624611	5.321928095	6.778734244	5.892391026	5.675251386	6.434628228	5.572889668	6.307428525	6.400879436	6.622051819	6.584962501	6.307428525	6.521992956	6.031218731	6.783980414	8.397460726	6.01346226	6.247927513	6.927185358	5.974988112	5.004501392	6.464341533	4.5360529	8.678071905	6.590961241	6.318316841	4.711494907	8.278914019	5.773581665	6.847996907	6.264911693	4.852997588	5.300123725	5.923624611	6.439623138	8.17042585	7.515699838	6.033500711	5.652486495	5.350497247	6.039551539	5.961160258	6.12722055	6.578938713	6.836681593	5.153805336	7.106432078	6.880195729	6.777419716	5.532940288	5.602884409	4.906890596	5.923624611	5.944858446	7.846744023	6.703211467	7.01234519	6.011227255	5.832890014	6.6794801	6.701826258	5.5360529	5.857980995	6.521992956	6.207092293	5.689299161	6.346956889	7.159871337	6.745506266	6.289096702	4.638073837	6.21916852	6.758889433	5.781359714	6.029011087	4.300123725	7.151777655	7.869748051	6.300123725	6.663913842	6.407692649	7.955359305	5.963474124	8.124121312	6.683696454	4.925999419	6.199672345	7.923624611	7.240314329	6.261154673	6.578938713	7.387155718	6.338067798	8.273329387	5.300123725	6.242221395	5.181897643	6.205548911	6.515699838
HV307	6.971543554	7.369815424	6.061776198	6.474111514	6.809928866	6.414473836	6.66106548	6.137503524	6.201633861	6.22881869	6.177917792	6.694880193	5.986410935	6.020146573	6.002252452	4.847996907	5.995484519	6.155830172	7.044394119	6.714245518	5.675251386	7.001390965	5.378511623	7.171927354	8.67912818	6.472487771	6.010678667	6.61176256	6.289096702	5.100136671	6.336283388	6.770829046	6.240314329	6.45779126	6.157852169	5.008988783	7.275193334	5.108524457	6.581953751	6.342159687	5.770829046	6.673839056	5.867896464	6.789207575	8.147204925	6.943686952	4.09592442	6.780047576	6.268658955	6.076815597	5.842978832	5.916476644	5.478971805	6.610286657	5.794415866	7.187846909	7.306517445	6.553053253	5.942514505	5.697662633	5.736063628	6.339850003	5.730639956	6.648177796	6.135452784	6.378511623	5.762880293	5.736063628	7.093813673	6.616181231	5.240314329	5.765534746	6.50779464	5.658211483	6.726558779	5.947198584	6.442943496	6.395748328	6.498250868	5.371558863	6.217230716	6.426264755	6.141596278	6.424586226	6.364572432	6.057450272	7.571373436	5.935459748	6.447909749	6.832890014	7.394891366	5.82527683	6.882643049	6.459431619	4.791814071	5.947198584	7.564530601	7.414473836	5.822730148	6.602884409	6.798309782	6.173926932	6.352264173	5.9795681	6.118941073	5.165911939	6.495741237	6.296457407
HV439	5.925999419	7.031218731	6.598424761	6.052621577	7.117705652	6.402585758	6.659639187	6.045870203	6.074676686	6.733354341	6.520422249	6.62497818	5.850499414	7.412196444	6.215290306	5.744161096	6.345183447	6.613236955	7.409390936	7.422905743	5.993221467	6.824128395	6.474111514	6.815063017	8.896937815	6.731997787	6.492427472	6.66106548	6.066161196	5.941729896	6.851749041	6.76420813	6.329123596	6.745506266	6.024585638	6.749345307	6.719731057	6.555045217	6.721099189	6.198692072	6.209453366	5.850499414	6.261154673	6.161887682	7.411934625	7.29553937	6.631770039	6.323730338	6.089582893	6.600098335	6.320123598	5.953430891	6.171927354	6.301953395	5.972692654	7.355791547	6.044394119	6.605849867	6.159871337	5.409390936	6.201633861	6.439623138	5.899659026	6.812498225	5.885086225	6.557655155	6.510961919	6.501178179	6.469234794	7.709428501	5.201633861	6.501439145	6.906890596	7.283498443	7.113742166	5.802193217	6.58044702	6.556122818	6.906890596	5.725195817	6.655351829	6.707359132	5.749534268	6.930737338	4.981852653	7.375908263	7.113742166	5.456149035	7.014578465	6.840463234	6.690696444	6.102238194	8.329123596	6.66106548	4.62058641	8.411934625	7.985841937	6.994353437	5.757556689	6.238404739	6.974988112	6.221103725	7.196725061	7.198690586	5.756964859	8.290018847	6.494807771	6.307428525
IGJ	5.321928095	5.64096791	5.722466024	4.491853096	7.195741293	6.45779126	6.586464526	5.213347282	5.432959407	6.928370323	3.807354922	5.263034406	4.392317423	5.236492618	5.951867504	4.791814071	5.292781749	5.300123725	7.117902789	6.97384084	4.40599236	6.917670434	5.602884409	3.99095486	10.09711036	7.130313146	6.09592442	6.525129251	5.395748328	3.608809243	6.40599236	4.277984747	5.116863758	7.750204509	5.781359714	3.548436625	6.599912842	6.617651119	6.272396509	6.246027981	6.543805176	4.776103988	5.44625623	6.910492832	9.197462446	8.366322214	3.857980995	6.770829046	4.285402219	5.181897643	5.469234794	5.887525271	6.568336182	4.802193217	5.54225805	6.578938713	6.824004051	6.189824559	4.292781749	5.48864354	3.185866545	6.587964989	6.424586226	7.023477152	5.01346226	6.924812504	6.081083929	4.491853096	7.501439145	5.185866545	3.472487771	4.439623138	5.82527683	5.385431037	6.203592714	4.683696454	5.802193217	5.307428525	6.070389328	4.459431619	5.388878339	6.426264755	6.345183447	5.06608919	4.129283017	8.101187815	8.015136244	6.211401637	6.752213368	6.211401637	7.304693557	5.078951341	7.733354341	5.899659026	3.548436625	6.048759312	8.142107057	8.48864354	5.181897643	6.112700133	7.758889433	6.09592442	6.75087444	4.54225805	4.867896464	3.472487771	5.197708158	6.375039431
KV240	6.28169825	6.312882955	6.135452784	6.175923742	7.510170751	6.955359305	6.490249211	6.563768278	6.145677455	6.74819285	5.343407822	7.302867361	6.118941073	5.902073579	6.730639956	5.906890596	6.373300197	5.692092375	7.224001674	6.74281467	5.809928866	7.461070114	5.669593751	5.321928095	7.689299161	6.565292521	5.977279923	6.782670659	6.694880193	5.708739041	6.50779464	5.572889668	6.037821465	6.915281866	6.668175869	5.965784285	6.54225805	6.366322214	6.175923742	6.434628228	5.510961919	6.110613806	5.741466986	5.9795681	8.688600011	6.949534933	4.995484519	6.553053253	6.221103725	5.797012978	6.357552005	5.984133595	6.701826258	6.165911939	5.749534268	6.783980414	5.409390936	6.311067102	6.020146573	6.548436625	5.605849867	6.137503524	6.958842675	6.58044702	6.470862199	6.217230716	6.397460726	5.649615459	6.762880293	6.815063017	5.429615964	6.026800059	6.812498225	5.469234794	6.87897051	6.10433666	6.336283388	5.719731057	7.296457407	5.28169825	5.965784285	6.373300197	6.037821465	5.820178962	5.078951341	7.256444596	7.880807948	6.87774425	6.566815154	6.343407822	7.988116585	6.141596278	6.121015401	6.261154673	5.240314329	6.23457796	8.350055177	7.753551055	6.434628228	6.607330314	7.144658243	6.339850003	6.697662633	5.469234794	6.490249211	4.906890596	6.327328083	6.081083929
KV315	6.972692654	6.510961919	6.485426827	6.076815597	7.146695948	6.399171094	5.329123596	5.741466986	5.608809243	6.744161096	4.566815154	6.590961241	5.54225805	5.626439137	5.928370323	5.599912842	6.602884409	5.935459748	6.762880293	7.333602628	6.226893814	7.272396509	4.270528942	6.816343705	7.930145948	5.48864354	6.161887682	5.768184325	5.539158811	5.572889668	6.259272487	5.66106548	6.617046421	6.503030646	5.921245889	5.491853096	6.513664648	5.87282876	6.701826258	6.729280846	4.770829046	5.951867504	6.38024459	5.857980995	7.40173285	6.786596362	4.852997588	5.897240426	5.62935662	5.074676686	5.830356747	6.520422249	5.678071905	6.390598906	6.294620749	6.894817763	6.971543554	6.590961241	6.261154673	6.108524457	4.944858446	6.46760555	7.185866545	5.234300289	5.108524457	9.191306019	5.197708158	5.974988112	5.789207575	6.006746832	5.177917792	5.738767837	6.680886921	5.439623138	6.899659026	6.277984747	6.529820947	6.207502459	6.762880293	4.837943242	5.708739041	6.279842694	5.255500733	5.602884409	5.004501392	7.233619677	7.543805176	6.844234988	6.089582893	6.185866545	7.697662633	5.482202926	6.343830517	6.325530332	4.578938713	5.523561956	8.935459748	7.454504938	5.972692654	6.061776198	6.187690425	5.773468928	6.587942923	5.133399125	6.652486495	4.760220946	6.23457796	7.212374788
KV320	6.846744023	6.240314329	5.972692654	6.199672345	7.144658243	6.495055528	6.141596278	7.300123725	6.125155131	6.756222713	5.185866545	7.236492618	5.94016675	5.649615459	6.429615964	6.061776198	6.421223299	6.085339669	7.157852169	7.225930411	5.99095486	6.50779464	5.638073837	5.277984747	7.928370323	6.30560579	5.791814071	6.525129251	5.845490051	5.395748328	6.183883459	5.399171094	6.371558863	6.601399391	6.261154673	5.017921908	6.622051819	6.236492618	6.343407822	7.563768278	5.504620392	5.469234794	6.0	6.350497247	7.885086225	7.410239331	5.108524457	6.495055528	5.830356747	5.529820947	6.343407822	7.432124273	6.074676686	5.590961241	5.517275693	6.978424465	5.491853096	6.348728154	6.246027981	5.765534746	4.584962501	6.189824559	8.181897643	6.290940402	6.23457796	6.510961919	5.584962501	5.733354341	5.968090752	6.554588852	5.277984747	5.949534933	6.64096791	5.48864354	7.04220656	5.837943242	6.285402219	6.503030646	6.795715007	5.62935662	5.711494907	6.361066489	5.754887502	5.820178962	5.209453366	7.373300197	7.184875343	6.729280846	5.894817763	6.864186145	8.142617655	6.236492618	7.349612972	6.270528942	4.754887502	5.894817763	8.206526016	7.346956889	6.213347282	6.303780748	6.658211483	6.270528942	6.320123598	5.504620392	6.662490364	4.87774425	6.493455201	5.988684687
KVD11	6.827819025	6.528258743	6.006746832	6.141596278	7.403438163	8.070925945	6.173926932	5.812498225	6.044394119	6.94016675	4.797012978	6.736063628	5.224966365	5.958842675	6.908092341	5.614709844	6.803485376	6.375039431	0.765534746	7.267723052	6.574404309	7.257191394	5.529820947	4.812498225	8.685099172	6.008988783	6.104580787	7.007868243	6.193771743	5.169925001	6.64385619	5.392317423	6.984087189	6.701826258	6.472487771	4.882643049	5.708342	6.131342539	6.87897051	5.946301073	5.563768278	6.768184325	5.773468928	5.9795681	8.448322833	7.249824549	5.244125943	6.565292521	5.812498225	5.569855608	6.781359714	6.475733431	5.855491443	5.48864354	5.947198584	8.581953751	6.17990909	6.359310317	6.452858965	6.03562391	3.981852653	6.454504938	6.251719093	5.716122011	5.078951341	7.047669251	6.343407822	5.923624611	6.50779464	6.272396509	5.259272487	4.754887502	6.937815169	5.575917361	6.048759312	6.499845887	6.334496768	0.263034406	7.294620749	4.781359714	5.40599236	6.627898616	5.680886921	5.224966365	5.209453366	7.622051819	7.77939106	6.462706751	6.729280846	6.191799501	7.996614715	5.804776378	7.058274472	6.602884409	5.087462841	6.068240861	8.850186838	7.28169825	6.289096702	7.016808288	6.584062571	5.827819025	6.555125647	5.108524457	5.596935142	4.797012978	5.556248267	6.50779464
LV310	5.741466986	7.070389328	5.719915954	5.762880293	8.379378367	6.521992956	6.48703608	5.426264755	5.456149035	6.851749041	4.560714954	6.213347282	6.598424761	6.048759312	6.015693807	5.311067102	5.762880293	5.608809243	6.427941333	7.351595947	6.246027981	7.086401646	5.554588852	4.694880193	7.87282876	5.885086225	6.429615964	7.312882955	5.371558863	4.578938713	6.0725346	6.169925001	6.008988783	6.613621381	5.658211483	4.307428525	6.341630009	6.033423002	6.924812504	6.753551055	5.289096702	6.371558863	5.449561375	6.712870868	7.274475062	8.107478647	4.608809243	5.850499414	5.575917361	5.578938713	5.902073579	6.454504938	6.663913842	6.205548911	5.832890014	7.383704292	6.061776198	5.9795681	5.776103988	6.246027981	4.694880193	5.930737338	5.837943242	6.429615964	5.61176256	6.830356747	4.852997588	5.778734244	6.584962501	6.442943496	4.807354922	4.5360529	6.54225805	5.705977902	6.110613806	6.529820947	6.461070114	6.28169825	7.011227255	5.807354922	6.061776198	6.169925001	5.776103988	5.153805336	4.112700133	6.948367232	8.397032817	5.880195729	6.61176256	5.997744026	6.988684687	5.727920455	6.314696526	6.834154981	4.672425342	6.28169825	8.322378867	7.35699718	6.416164165	6.587964989	7.225930411	6.112700133	7.01234519	5.336283388	5.837943242	4.722466024	5.686500527	5.026800059
