	N120B	N123B	N124B	N126B	N130B	N131B	N137B	N138B	N140B	N144B	N145B	N146B	N148B	N149B	N150B	N151B	N152B	N153B	N154B	N155B	N156B	N158B	N160B	N163B	N164B	N165B	N166B	N169B	N170B	N171B	N172B	N173B	N176B	N177B	N178B	N179B	N180B	N182B	N185B	N186B	N187B	N188B	N189B	N190B	N192B	N193B	N195B	N197B	N198B	N199B	N200B	N202B	N203B	N204B	N205B	N209B	N210B	N211B	N212B	N214B	N215B	N216B	N217B	N219B	N220B	N221B	N222B	N223B	N224B	N226B	N228B	N229B	N230B	N232B	N233B	N234B	N235B	N237B	N238B	N240B	N243B	N245B	N246B	N247B	N248B	N250B	N254B	N255B	N256B	N257B	N258B	N259B	N261B	N263B	N264B	N265B	N266B	N267B	N268B	N269B	N270B	N153AB
HV307	6.925999419	6.506208389	7.24697806	4.744161096	6.300123725	8.471268764	7.822092774	6.689299161	6.108524457	6.383704292	6.94016675	4.678071905	7.575917361	6.207502459	6.454504938	6.653919873	6.738767837	7.373300197	5.865423978	7.750204509	5.783980414	6.904484098	7.334496768	7.987548259	6.753551055	6.531381461	6.633721813	6.323730338	5.984133595	6.334496768	6.50779464	6.147713722	5.963474124	6.376776572	5.965784285	6.181897643	6.112700133	6.678071905	6.454504938	6.411087227	5.004501392	6.707359132	6.461070114	7.089582893	7.550746785	6.64385619	6.496654083	6.236492618	6.422905743	6.58044702	6.329123596	6.495055528	6.790511412	6.803485376	7.361066489	7.55688919	6.50779464	5.623515741	6.048759312	5.491853096	6.357552005	7.463524373	6.554588852	6.568336182	6.807354922	5.923624611	7.180903709	6.253611152	4.972692654	4.837943242	6.375039431	5.439623138	7.346956889	5.822730148	7.23457796	6.346956889	6.740118043	6.161887682	5.830356747	6.189824559	5.153805336	8.135452784	7.694183743	7.658211483	7.169925001	5.916476644	6.528258743	6.73470962	7.405141463	4.882643049	7.17990909	8.211888295	6.710117632	6.257387843	6.943686952	5.722466024	6.187846909	5.078951341	6.449561375	4.925999419	6.270528942	5.666756592
HV372	7.002252452	7.196291811	7.198690586	4.822730148	6.552942259	7.559950613	7.613236955	5.809565005	5.517275693	6.619119511	6.856736756	5.914086097	7.658211483	5.804776378	4.87282876	6.59460105	7.516487981	7.000547894	6.04220656	8.235535607	6.529820947	5.236492618	6.905687849	7.502235115	6.816343705	6.74281467	6.6794801	6.854877895	6.716990894	5.675251386	6.574404309	7.830356747	6.249824549	5.909293086	5.918863237	5.799605422	6.636624621	6.587446011	6.716990894	5.490999668	4.807354922	6.95069621	6.646738698	7.173926932	5.28169825	6.253611152	5.62058641	6.283551423	7.503695178	7.816343705	6.202756893	6.568336182	6.58345891	6.485426827	6.298291731	7.639334366	7.084276911	7.738905152	6.613236955	5.658211483	6.283845301	6.171927354	5.439623138	7.223010863	6.209453366	5.181897643	7.493538763	6.264911693	5.478971805	6.087462841	6.498250868	5.744161096	7.557655155	6.599912842	7.989252565	5.972692654	7.14363831	7.279842694	5.339850003	6.193771743	7.593951284	8.309248961	7.66106548	8.329123596	7.59875242	7.600656308	8.991521846	6.373300197	7.381110294	5.48864354	7.317412614	8.941634545	7.381975479	6.559185866	6.938991439	6.463504118	5.51412226	5.263034406	7.171927354	5.48864354	5.87774425	6.137503524
HV374	6.469234794	5.759890989	7.468420402	4.329123596	6.400879436	9.585525943	6.739539227	6.598424761	6.556122818	6.855491443	6.700439718	4.944923025	7.79246496	6.251588473	5.74596627	5.894817763	6.209453366	7.271463028	6.128001133	8.090641752	5.9795681	5.968090752	6.788814601	7.934870291	6.526694846	6.366322214	7.352264173	5.925999419	5.24879049	6.960001932	6.678071905	6.087462841	6.223036338	6.584962501	5.569855608	5.87774425	6.112700133	6.027964144	5.830356747	6.421011111	5.545350645	7.189824559	6.195306156	6.786596362	6.845146476	6.526694846	6.716990894	5.697662633	6.676662335	6.422763128	5.722466024	5.962570682	5.947198584	6.829088444	7.24697806	7.284058018	6.840463234	5.830356747	5.873428437	5.545358574	5.523561956	6.373300197	5.778734244	6.076815597	7.374620641	6.279842694	6.854245054	6.476137642	5.456149035	6.818935763	6.212412227	4.439623138	6.762880293	6.061776198	6.818036318	6.289096702	5.968255103	6.461070114	5.82527683	6.224966365	5.186757081	8.589089313	8.414050945	7.966361247	7.031218731	4.99095486	4.412781525	6.161887682	8.019034669	5.203721525	7.28169825	9.06501215	6.748658024	7.057450272	6.628580282	5.532940288	5.10433666	5.291502772	7.138770467	4.916476644	5.778734244	5.14974712
HV309	7.005624549	5.970393538	6.727920455	4.263034406	6.01346226	7.803485376	7.183883459	6.697662633	5.381975479	6.562242424	7.302867361	5.161887682	7.223036338	6.362820526	6.061776198	6.554588852	6.165911939	7.224001674	5.95419631	7.442114122	6.321928095	6.746850183	7.159871337	7.388017285	5.812498225	6.98982022	6.794415866	5.9795681	5.944858446	6.424586226	6.211401637	6.51412226	6.501439145	5.977279923	5.970393538	5.652486495	7.03562391	7.159871337	5.807354922	5.885086225	5.465974465	6.962317655	5.986410935	6.03562391	6.257387843	6.287250643	5.236492618	5.862947248	6.30560579	7.178913785	6.321928095	6.177917792	5.658211483	5.981852653	6.921245889	6.693486957	6.357552005	5.539158811	5.738767837	6.169925001	5.87774425	6.6794801	6.046578367	5.970393538	6.40599236	5.845490051	6.808642468	6.314696526	5.074676686	6.108524457	6.864186145	5.786596362	6.648177796	6.534497434	6.773468928	6.837943242	6.812498225	6.325530332	6.345183447	6.451211112	6.12722055	8.302867361	7.266786541	7.282625134	7.582706527	5.48864354	6.745506266	6.261154673	7.317412614	4.655351829	6.852997588	7.74281467	7.243173983	6.330916878	7.272396509	5.968090752	6.217230716	5.289096702	6.055282436	5.236492618	5.914086097	5.133399125
HV439	6.969242604	6.217230716	8.209453366	5.0	5.485426827	8.382840144	7.933690655	6.563768278	5.584962501	6.193771743	6.972692654	5.364572432	7.838573653	6.875288598	6.145677455	6.729280846	6.714245518	6.223036338	5.14974712	7.929554316	5.459431619	6.404290064	7.350497247	8.086932341	6.744161096	6.266786541	6.829088444	6.51412226	5.87774425	6.381975479	6.652486495	6.050936965	6.45779126	5.916476644	5.426264755	6.985272714	5.837943242	6.998872454	6.357552005	6.100136671	5.361066489	5.666756592	6.083213368	7.44625623	7.668175869	7.224966365	6.58044702	5.820178962	5.880195729	6.812498225	6.246027981	6.64096791	6.791814071	6.093813673	8.232181058	5.894817763	6.955359305	5.909293086	6.106432078	5.961160258	6.426264755	7.057450272	6.43629512	6.928370323	6.741466986	6.251719093	6.648177796	6.087462841	5.325530332	4.781359714	6.145677455	5.161887682	7.235535607	6.432959407	7.487840034	6.601399391	6.560714954	6.893604905	5.83541884	6.165911939	4.350497247	7.753551055	8.246027981	7.282625134	7.410239331	5.700439718	6.849248703	7.150762744	7.0	5.221103725	7.096978636	8.329123596	6.685099172	6.461070114	6.798309782	6.063934306	5.865423978	4.217230716	6.04220656	4.529820947	5.809928866	5.325530332
HV551	6.593951284	6.461070114	8.350939182	4.887525271	5.867896464	9.706668682	8.21916852	6.725195817	6.568336182	6.226893814	7.007868243	4.968090752	7.106432078	6.5360529	5.897240426	6.614709844	6.022367813	7.412781525	5.692092375	6.593951284	6.318316841	6.087462841	6.949534933	7.783980414	6.95419631	7.158862106	6.956521363	6.116863758	5.587964989	6.699051844	7.461888664	6.031218731	5.794415866	6.766860144	5.646738698	6.563768278	6.01346226	6.64385619	6.388878339	6.145677455	5.346956889	6.238404739	6.525129251	6.807354922	8.092228584	6.091699834	5.703211467	6.040015679	6.10433666	6.323730338	6.21916852	6.026800059	6.831623937	5.62935662	7.48864354	6.108524457	7.355791547	5.51412226	6.244125943	5.635173947	6.187846909	6.129283017	7.170926525	6.786596362	6.459431619	6.151777655	7.341630009	6.336283388	5.48864354	4.87774425	5.590961241	5.700439718	7.275193334	6.712870868	7.131342539	6.741466986	5.43629512	7.249824549	5.354028938	5.797012978	4.008988783	7.783325685	8.657854336	6.987548259	6.108524457	6.451211112	7.01234519	6.515699838	7.0725346	4.749534268	6.596935142	7.934870291	6.04220656	6.803485376	6.656782364	5.918863237	5.897240426	4.137503524	6.474111514	5.133399125	5.911691582	6.429615964
IGJ	6.316507819	6.325530332	7.378511623	4.749534268	5.426264755	8.527867927	6.193771743	6.94602899	5.885086225	5.578938713	7.634448062	4.716990894	7.245077275	5.189824559	5.584962501	6.259272487	6.165911939	6.123086751	5.827819025	8.066627409	5.935459748	5.129283017	7.233619677	9.176671834	7.069315495	6.790511412	6.829088444	5.909293086	5.491853096	6.984133595	6.121015401	5.357552005	7.060695932	6.451211112	4.817623258	7.114783447	7.960581211	6.201633861	5.988684687	7.01346226	4.882643049	6.163901214	6.960001932	7.251719093	8.636624621	5.754887502	7.407692649	5.439623138	7.04220656	5.984133595	6.8008999	7.041111535	6.312882955	5.87774425	6.62058641	7.791814071	6.549977143	5.860466259	5.972692654	4.472487771	6.678071905	6.683696454	6.699051844	6.768184325	7.570614722	5.857980995	6.449561375	5.666756592	4.459431619	5.053111336	6.050936965	5.807354922	7.518062976	5.581953751	5.666756592	6.362820526	6.461070114	6.395748328	5.578938713	7.265849421	5.185866545	8.6574971	7.696967526	7.325530332	7.908092341	6.375039431	5.578938713	7.080018029	7.244125943	4.255500733	7.249824549	6.454504938	5.121015401	6.545350645	7.921840937	6.62058641	6.276124405	4.554588852	6.523561956	4.193771743	4.54225805	5.43629512
KV240	7.306517445	6.006746832	7.767522386	4.5360529	6.141596278	9.553629294	7.590212761	6.409390936	6.599912842	6.385431037	6.708739041	3.935459748	8.339404658	6.509379149	5.652486495	6.936637939	6.024585638	7.048759312	5.385431037	8.843292973	6.017921908	6.898450233	6.93191939	5.623515741	7.102238194	6.108524457	6.696272084	6.6043679	6.14363831	6.817623258	6.716990894	5.725195817	6.06608919	6.48703608	5.995484519	6.289096702	5.972692654	6.215290306	5.614709844	6.270528942	4.972692654	6.112700133	5.43629512	7.025693274	7.053111336	6.312882955	6.584962501	6.431288654	6.655351829	6.648177796	5.412781525	5.840463234	6.323730338	5.997744026	7.116863758	6.114783447	6.201633861	6.153805336	6.787902559	6.10433666	6.059614856	7.490249211	6.553053253	6.40599236	7.510170751	6.336283388	7.032321287	6.523561956	5.285402219	5.053111336	6.575917361	5.719731057	7.131342539	6.74281467	6.394033895	6.061776198	6.135452784	6.856736756	4.867896464	6.046578367	5.263034406	7.869748051	7.647458426	7.694880193	7.037821465	5.99095486	5.99095486	5.469234794	6.680886921	4.357552005	7.158862106	7.965784285	6.388878339	6.860466259	6.768184325	5.99095486	5.332707934	5.236492618	6.332707934	4.232660757	5.669593751	5.722466024
KV315	6.252203301	7.327328083	8.87682387	5.22881869	6.871597266	8.868750835	8.417852515	5.638073837	6.24293927	6.19549807	6.847996907	5.367402226	7.524345816	6.578938713	5.51412226	6.715618859	5.802193217	6.17990909	5.768184325	7.426264755	6.474111514	6.307018954	7.28169825	7.50779464	6.574404309	6.482923277	6.482202926	6.359310317	7.242221395	6.404290064	7.444600814	5.947198584	6.20149472	6.651440254	5.87282876	6.916476644	6.251719093	6.549977143	6.361066489	5.368069877	5.129283017	6.03562391	6.296457407	6.429615964	5.8899602	6.04220656	6.366097807	6.518849829	6.866660751	6.919342754	6.383704292	6.246027981	6.106432078	6.321928095	7.907491593	6.965784285	6.917670434	5.703211467	6.068240861	5.184750828	5.762880293	6.847996907	6.355791547	7.788555215	6.264911693	6.683696454	6.316507819	4.649615459	5.029889814	4.121015401	6.930737338	5.548436625	7.365447589	6.334680794	7.374170076	6.769507291	6.040015679	7.232660757	5.733354341	5.855491443	3.459431619	7.269594252	8.728260673	7.44625623	6.504620392	7.049848549	6.902073579	6.189824559	7.320123598	5.216331907	6.118941073	8.023477152	6.662490364	6.880195729	6.426264755	5.82527683	5.760220946	2.5360529	6.999421224	5.233380139	6.050936965	6.808642468
KV320	7.124121312	6.87774425	7.643134662	4.722466024	6.354028938	8.986410935	7.762215916	6.362820526	8.316960287	6.560714954	7.09592442	5.504620392	8.171927354	7.0	6.327328083	6.723831566	6.659639187	6.970393538	6.758889433	8.339850003	6.159871337	6.320123598	7.598424761	7.302867361	6.904484098	7.344295908	6.586464526	6.381975479	6.320123598	6.54689446	6.416164165	6.266786541	6.024585638	6.675251386	6.059614856	6.58345891	6.330916878	7.324630615	6.560714954	6.224966365	5.902073579	6.493455201	6.289096702	7.152791852	7.464341533	6.506208389	6.92243574	6.977279923	7.251719093	6.837943242	6.442943496	6.444600814	6.412781525	6.902073579	7.575917361	6.8008999	6.605849867	6.020146573	6.653919873	6.161887682	5.974988112	6.888743249	6.572889668	6.738767837	6.794415866	6.6043679	7.447909749	6.812498225	6.30560579	6.263034406	6.772149591	5.587964989	7.680183682	6.974988112	6.9795681	6.831623937	6.74281467	7.12722055	5.921245889	6.112700133	5.087462841	8.237926947	7.608069968	7.477353527	7.033423002	6.078951341	6.97384084	7.336283388	7.811856314	5.539158811	7.231701199	8.491051376	6.786596362	6.409390936	6.765534746	6.230741003	6.607330314	5.958842675	7.094869433	5.255500733	6.145677455	5.596935142
KVD20	7.100136671	5.804776378	7.947783026	3.817623258	6.677219995	8.797661526	7.264911693	6.090826236	6.349478743	6.799605422	6.636624621	4.008988783	7.921840937	5.951867504	5.599912842	5.776103988	6.12722055	7.319821623	4.977279923	7.619853147	6.112700133	7.289096702	6.855491443	7.368069877	7.108524457	6.724926921	6.395748328	5.809928866	6.981852653	6.539158811	6.383704292	6.339850003	4.385431037	5.683696454	5.64385619	6.5360529	5.716990894	6.693486957	6.345183447	6.253611152	4.867896464	6.62353882	5.944858446	6.822730148	7.089582893	6.336283388	6.266786541	7.056366761	6.770829046	7.60659028	6.171551369	5.904484098	5.902073579	5.974988112	7.626439137	6.309248961	6.253611152	6.818901676	6.509379149	5.255500733	5.419538892	7.068240861	6.355791547	5.82527683	6.589463893	6.008988783	6.976223771	6.394033895	5.714245518	4.504620392	7.008988783	5.875288598	7.226893814	6.18973962	6.830356747	6.283551423	6.669593751	7.163901214	6.167919866	5.8899602	4.786596362	8.231701199	7.760886243	7.099084761	6.619119511	4.781359714	5.074676686	6.044394119	7.409390936	2.765534746	7.231701199	8.549207089	6.678071905	6.563768278	6.46760555	5.776103988	5.332707934	5.381975479	8.663913842	5.699799306	6.257387843	5.232660757
KVD11	7.268658955	6.364572432	8.849248703	3.62058641	6.46760555	8.843607046	8.226893814	6.102238194	6.718361626	6.836681593	7.031218731	4.590961241	7.249824549	5.82527683	5.968090752	6.874059203	5.95419631	7.294620749	5.523561956	8.125671763	6.426264755	7.365447589	6.862947248	7.623515741	6.518849829	6.240314329	6.888743249	6.431288654	6.0	6.376776572	7.40599236	5.605849867	5.300123725	6.251719093	5.986410935	6.515699838	5.906890596	6.61176256	6.882643049	6.314696526	5.217230716	6.836681593	5.730639956	6.689299161	7.456149035	6.744161096	7.010108453	6.943686952	6.645298164	6.586464526	6.662490364	5.587964989	5.942514505	6.249824549	7.972692654	6.601399391	7.207502459	5.157852169	6.114783447	4.770829046	5.83541884	6.577428828	6.614709844	6.434628228	6.933100475	6.397460726	6.769507291	6.264911693	6.03562391	4.426264755	6.782670659	5.725195817	6.301953395	6.249824549	6.935459748	6.253611152	6.672425342	7.117902789	5.213347282	6.074676686	5.770829046	8.442114122	8.778405724	7.174925683	7.011227255	5.259272487	5.361066489	7.007868243	7.470862199	5.321928095	7.177917792	8.178913785	6.729280846	7.158862106	6.852997588	5.346956889	5.87282876	4.491853096	6.201633861	4.776103988	5.694880193	6.311067102
KVD15	7.691394579	7.140574178	8.95070169	4.770829046	5.339850003	9.476746204	7.559185866	6.110613806	6.183883459	6.920055055	6.8008999	5.478971805	7.728600811	7.265849421	6.268658955	6.278393135	5.754887502	7.993787563	6.721099189	8.083745237	8.357112092	5.680886921	6.673839056	7.857980995	6.470862199	6.608809243	5.569855608	6.83189842	5.906890596	6.327328083	7.864805194	7.993787563	7.213347282	5.545350645	6.173926932	6.452858965	6.339850003	7.297374861	6.6043679	6.658211483	4.638073837	6.75087444	6.532940288	6.904484098	7.579693063	5.965784285	6.787902559	6.230741003	6.48703608	5.812498225	7.041111535	6.217230716	6.0	5.807354922	8.810892912	7.736740155	7.497452696	6.502019836	6.857980995	6.185866545	6.760121032	6.690696444	6.169925001	6.703211467	7.096978636	5.240314329	6.155830172	6.368069877	5.153805336	6.908092341	5.794415866	5.141596278	7.622051819	6.896029603	7.372429792	6.153805336	6.314696526	7.566815154	5.296457407	4.807354922	4.385431037	8.083745237	8.40045254	7.167919866	6.441284272	6.081083929	5.82527683	6.745506266	6.758889433	4.321928095	6.400879436	7.696967526	6.683696454	7.04220656	6.004501392	5.590961241	5.95419631	5.165911939	6.6043679	3.786596362	6.226893814	6.257387843
KV401	7.6574971	5.797423336	7.36719631	4.727920455	4.145677455	7.975561406	7.485426827	5.820178962	6.22881869	6.692092375	6.966937979	6.307428525	7.611024797	5.961160258	7.836681593	7.174925683	6.04220656	7.648177796	5.944858446	7.782670659	5.593951284	6.395748328	6.708739041	10.06460805	6.778734244	6.781359714	6.676662335	6.929554316	6.290940402	7.030115331	6.359310317	6.74281467	6.257387843	6.303780748	5.87282876	6.359310317	6.404290064	6.133219407	6.581953751	6.566009273	5.385431037	6.686500527	6.040015679	7.10433666	7.196725061	6.761551232	6.948367232	7.303780748	6.844234988	6.462706751	5.762880293	6.780047576	6.412781525	5.918863237	7.77016832	6.902981575	6.38024459	6.540709263	6.04220656	6.323730338	6.586464526	7.248876343	6.427941333	6.64096791	7.692789835	6.38024459	6.323730338	6.655351829	5.491853096	5.491853096	6.350497247	5.209453366	7.033423002	6.982993575	6.085339669	6.334496768	6.112700133	7.257387843	5.217230716	5.575917361	5.548436625	8.259272487	7.974988112	6.987548259	7.409390936	5.66106548	6.719731057	6.746850183	7.193771743	5.937815169	6.948367232	8.112700133	6.294620749	6.277984747	6.0725346	5.773468928	5.459431619	5.686500527	6.504620392	4.578938713	6.059614856	5.43629512
LV147	6.87036472	6.75087444	7.692092375	5.339850003	5.714245518	8.646738698	6.838725825	6.619119511	6.566815154	6.429615964	7.53838296	5.368069877	7.170926525	6.425588854	7.122995564	6.599912842	6.031218731	6.727920455	6.906523948	6.726558779	5.697662633	5.692092375	7.102664241	7.078951341	6.76420813	6.781359714	5.937815169	6.475733431	5.887525271	6.499845887	6.161887682	6.504620392	5.504620392	6.409390936	6.087462841	6.50779464	6.816343705	6.687900522	6.323730338	7.625708843	6.037821465	7.175923742	6.781750687	6.383704292	7.248876343	6.495055528	6.14974712	6.483815777	6.417852515	7.118941073	6.707359132	6.331166847	6.690696444	6.461070114	7.036723106	6.718361626	6.912889336	7.345183447	6.279842694	6.129283017	6.841721581	7.304693557	6.95070169	7.279842694	7.016421771	6.534497434	7.132371199	6.719731057	7.492654371	6.6713032	6.679576839	6.183883459	7.036723106	7.212374788	6.930607905	7.126188211	6.622148153	7.092757141	5.968090752	6.070389328	6.598067833	8.577428828	8.231701199	7.225930411	7.587214952	6.226893814	6.711494907	6.22881869	7.474111514	5.791814071	7.140574178	8.316055209	6.6711757	6.581953751	6.963880653	6.366322214	6.165911939	7.180903709	6.875288598	5.43629512	6.137503524	5.87774425
