	N120	N123	N124	N126	N130	N131	N137	N138	N140	N144	N145	N146	N148	N149	N150	N151	N152	N153	N154	N155	N156	N158	N160	N163	N164	N165	N166	N169	N170	N171	N172	N173	N176	N177	N178	N179	N180	N182	N185	N186	N187	N188	N189	N190	N192	N193	N195	N197	N198	N199	N200	N202	N203	N204	N205	N209	N210	N211	N212	N214	N215	N216	N217	N219	N220	N221	N222	N223	N224	N226	N228	N229	N232	N233	N234	N235	N237	N238	N240	N243	N245	N246	N247	N248	N250	N254	N255	N256	N257	N258	N259	N261	N263	N264	N265	N266	N267	N268	N269	N270	N153A
CLEC11A	5.825663173	3.786928426	1.414437227	5.077488688	3.167810672	6.398796476	7.93876155	8.118903348	3.077030593	8.237204707	5.565342953	4.126113971	8.329131435	8.562288377	8.357383173	6.823129649	5.535871684	8.444865735	4.37393	6.822731268	8.32529907	9.062773173	4.549395254	8.512469203	6.317410323	3.665554707	8.480066346	8.13024619	8.765457499	5.657883173	3.227324571	8.564206999	9.353618852	5.329027338	8.225001188	2.418463173	8.254021188	8.034241268	1.492078688	8.153982824	0.849586266	7.959821733	7.287906999	8.37398619	3.175901268	3.27721	7.48259	2.081034707	3.805438767	6.81349907	9.053153689	1.638053348	8.088357338	8.286226176	4.597269879	8.194516346	0.0	7.073751268	7.464363173	8.293154185	7.453258095	8.119293349	7.844879649	1.93177957	6.30571	8.986599879	7.521286472	8.759754571	9.756421268	8.411855195	4.712658095	4.630556758	9.211697499	6.321381631	8.626545735	7.72818	6.716804707	5.040056187	8.295028095	3.52081	5.136556476	4.727076176	3.12019	4.416819879	6.429486472	3.00199907	7.857726266	5.269248095	6.419106999	4.11652	3.73747	5.667394234	9.155091435	8.725201268	8.19093314	8.76588	9.387553971	1.880292824	5.54553	7.58433907	7.05898
PDGFRB	3.097083173	1.791108426	1.936367227	3.240368688	1.063900672	3.034686476	3.42327155	3.576533348	1.877010593	2.463884707	4.225622953	3.269573971	3.667421435	4.262788377	4.123953173	3.719779649	2.072181684	2.593705735	1.45433	1.834611268	3.10409907	3.091533173	2.947745254	1.419919203	1.599470323	1.871794707	2.979136346	6.77206619	3.380877499	2.877493173	1.469934571	3.280186999	2.978828852	3.517887338	3.440651188	2.377343173	3.471251188	3.201321268	3.523398688	2.712052824	2.108136266	4.003111733	2.325416999	3.39747619	3.757501268	1.8002	3.277	1.351594707	1.403538767	3.31202907	3.854873689	1.868623348	4.414857338	2.973396176	2.461759879	2.911356346	1.546268767	3.517231268	4.061633173	3.633824185	3.511458095	3.273513349	3.936849649	1.23420957	4.13656	3.538799879	3.892716472	4.398524571	4.299071268	2.786655195	3.416988095	2.494646758	3.387297499	3.533331631	3.355605735	2.43382	3.000154707	1.211646187	3.122218095	2.60037	1.074406476	0.633116176	1.52205	2.808149879	3.536476472	1.84125907	3.002696266	2.396838095	3.566096999	1.57529	0.97167	2.771674234	2.716411435	3.045011268	2.78163314	2.30532	4.622943971	1.322542824	2.87692	2.78247907	2.99092
COCH	6.171213173	2.654078426	1.096467227	2.663508688	3.317640672	3.302716476	3.87461155	3.955733348	1.005040593	4.680944707	5.789672953	3.977793971	5.122031435	4.289898377	4.683183173	5.401589649	2.578161684	4.150345735	3.06472	3.440321268	3.48867907	4.483733173	3.547495254	2.247169203	0.342730323	1.498764707	10.53938635	6.86938619	4.302967499	3.134293173	3.333954571	7.146366999	4.672188852	1.631747338	4.811831188	2.776953173	5.230451188	8.047361268	2.587378688	2.824072824	2.289896266	8.779081733	3.741516999	5.37358619	1.277631268	5.63569	4.99989	1.870264707	2.159498767	4.92928907	5.512133689	3.135293348	5.719777338	7.678866176	3.441629879	5.626926346	0.684828767	7.121921268	4.641403173	6.213964185	8.303398095	4.153753349	5.294119649	1.87010957	4.2555	5.252129879	5.499116472	5.263984571	6.228461268	8.144025195	2.826128095	4.005696758	9.532297499	4.802181631	6.088125735	5.53042	2.590054707	3.001956187	3.994688095	1.89025	1.813126476	1.871896176	1.67027	8.434439879	4.989136472	1.26342907	5.003326266	3.068268095	4.020636999	2.39956	2.19879	2.272824234	1.944081435	4.677251268	4.89777314	6.3209	5.676323971	1.107312824	6.07972	5.33351907	3.35725
FCRL5	0.0	-0.124511574	0.122087227	-0.108711312	0.500600672	0.272006476	0.92990155	0.501063348	-0.223679407	0.799854707	0.274532953	0.0	1.024791435	0.772088377	0.0	0.400909649	0.174781684	1.145575735	0.0	1.026311268	0.72306907	0.879493173	0.0	0.065099203	0.0	0.0	1.540306346	0.0	1.218497499	0.0	0.0	0.804546999	0.0	0.345567338	1.841701188	0.0	0.972081188	0.0	0.298998688	0.744952824	0.0	1.228991733	0.579316999	1.02485619	0.0	0.0	0.49575	0.129634707	0.0	1.20374907	1.385643689	0.082013348	0.0	2.452276176	0.725359879	1.349596346	0.0	0.0	1.133313173	0.865594185	2.266278095	0.883013349	0.558079649	0.25658957	1.15545	0.912289879	1.128156472	1.186064571	2.158041268	0.821415195	0.359828095	0.476926758	3.196367499	1.017771631	1.091785735	0.34694	0.152744707	0.409756187	0.858518095	0.27305	-0.034033524	-0.118803824	0.09665	0.778679879	1.053666472	0.60265907	0.739216266	0.428488095	0.0	0.0	0.20246	0.172744234	0.426051435	0.963071268	0.0	0.47012	1.634053971	0.471092824	0.09393	0.98119907	0.10066
PILRA	6.040193173	5.700348426	2.748397227	4.901998688	5.542880672	5.683766476	6.34119155	6.568683348	6.386530593	5.113624707	5.173402953	4.078173971	6.969241435	5.747378377	7.474733173	6.558149649	6.568081684	5.133895735	3.22505	4.595481268	6.94826907	7.744793173	6.718165254	6.270369203	6.342780323	5.662934707	4.082946346	8.64820619	5.537507499	6.003013173	4.960584571	5.633936999	5.918188852	6.144317338	5.270811188	5.295123173	6.906351188	6.322021268	5.818788688	7.287712824	3.928366266	6.772321733	4.798016999	6.34238619	5.937001268	3.9312	5.81612	5.381634707	5.701768767	5.89567907	6.767313689	5.415263348	5.807737338	7.028276176	5.717329879	6.294576346	4.538998767	6.728371268	7.437743173	6.776854185	6.540888095	7.564803349	6.321039649	6.63768957	5.20904	6.427819879	5.654976472	5.086084571	6.113231268	6.258215195	6.039218095	6.148246758	5.859177499	5.759691631	6.887975735	5.5201	7.162514707	6.780216187	7.226118095	4.43444	6.199416476	5.146756176	4.94439	5.995579879	4.819376472	5.06825907	5.984716266	6.067568095	5.859686999	3.27167	4.34659	5.925254234	7.852371435	6.638601268	5.41859314	6.14962	6.382343971	5.734562824	5.27848	6.30235907	4.75023
B4GALT1	0.858503173	0.157588426	0.367837227	0.411328688	0.788300672	0.477926476	0.99775155	0.485153348	0.355530593	0.906024707	0.557672953	0.497263971	1.345691435	1.212418377	2.109823173	0.729509649	0.048171684	1.730155735	0.35357	1.499161268	1.31304907	1.986033173	0.804435254	0.452489203	0.524550323	0.311214707	2.062346346	4.85629619	0.982397499	0.967693173	0.660814571	1.185776999	1.231178852	0.760387338	1.841691188	0.820073173	1.179251188	1.337891268	0.705248688	1.166982824	1.158196266	1.403481733	1.062716999	1.24464619	0.099331268	0.34698	0.6986	0.441964707	0.620948767	1.41414907	1.679983689	0.514743348	1.599877338	1.243406176	0.909849879	1.524166346	0.321758767	1.369011268	1.539103173	0.995384185	1.111028095	1.507923349	0.940279649	0.37691957	0.81572	1.477119879	1.594536472	1.697574571	2.416901268	1.441825195	0.748538095	0.740266758	1.202027499	1.184881631	1.221985735	0.65115	0.370584707	0.734516187	0.716398095	0.4518	0.179316476	0.102636176	0.32847	0.989539879	1.588016472	0.98364907	1.278026266	0.949948095	1.235806999	0.0	0.64886	0.869654234	0.832481435	1.795211268	1.10939314	0.83805	2.106663971	0.778352824	0.64711	1.01452907	0.53591
CD300LG	1.133153173	0.553568426	0.088127227	0.613598688	1.391370672	1.503956476	0.75236155	0.342493348	0.033850593	0.741684707	0.270372953	0.888013971	1.311911435	1.144818377	2.045623173	1.174169649	0.349651684	1.078035735	0.12865	1.390931268	1.12577907	1.556173173	0.798295254	0.220909203	0.558920323	0.526924707	1.679336346	0.0	1.060637499	0.517863173	0.823164571	1.161736999	1.309518852	0.693197338	1.786881188	0.841183173	1.220881188	1.148911268	0.417018688	0.812172824	1.052666266	1.037331733	1.021476999	1.40112619	0.388631268	0.0	0.47752	0.776024707	0.471598767	1.15623907	1.538143689	0.307613348	1.336897338	1.065546176	0.932009879	1.314906346	0.0	1.297741268	1.337893173	1.016054185	1.114318095	1.177653349	0.839749649	0.84234957	0.91433	1.566249879	1.841636472	1.764764571	2.222821268	0.916615195	0.657918095	0.915466758	1.162797499	1.296711631	1.026625735	0.52194	0.504754707	0.855346187	0.753348095	0.43281	0.606566476	1.463656176	0.46183	1.047539879	0.984796472	0.68841907	1.058686266	1.353848095	1.044846999	0.16908	1.36684	1.587094234	0.694321435	1.900521268	0.0	0.27198	1.864363971	0.772652824	0.3163	0.69480907	0.44641
PARK7	6.529423173	5.751048426	4.314847227	6.350088688	6.201030672	7.718546476	7.76388155	7.094433348	6.220390593	6.243064707	7.454362953	5.733343971	7.354051435	8.085108377	8.442783173	7.301689649	6.720001684	6.814185735	4.53894	5.245091268	7.18633907	7.406933173	7.541905254	5.867239203	6.381880323	7.183224707	6.970666346	11.44821619	7.105987499	6.818243173	4.791834571	6.997276999	6.919188852	6.589237338	6.729721188	6.048083173	7.739341188	6.231951268	5.282378688	7.054692824	6.648996266	7.903321733	6.665906999	7.24409619	7.158121268	6.25896	6.64523	6.392274707	5.568788767	6.68302907	7.463013689	5.041503348	8.062767338	7.136626176	5.968049879	6.169986346	5.097458767	7.461841268	7.445773173	7.585554185	7.048788095	7.628233349	7.961809649	6.44903957	7.19959	7.946999879	8.510966472	8.342324571	7.503891268	7.207295195	7.077028095	7.101576758	7.790777499	6.580341631	6.890285735	6.12254	7.253554707	5.916246187	7.515018095	5.37205	5.994196476	5.705866176	6.30509	6.923249879	6.401466472	5.46912907	6.343326266	7.294088095	7.888946999	6.66011	4.73015	6.840464234	6.546011435	7.262831268	6.59168314	5.68088	8.067893971	6.069082824	6.5136	7.57459907	5.16554
BLVRB	3.087923173	2.697428426	1.021827227	2.620448688	5.119540672	3.036706476	3.50311155	2.399703348	1.673030593	2.966284707	2.123712953	1.830683971	4.091281435	2.715908377	4.401563173	2.366239649	2.986291684	3.184625735	2.02602	2.483911268	3.26591907	3.771143173	1.920575254	4.097619203	2.348430323	3.392574707	2.536646346	5.57844619	3.652757499	1.194013173	1.737984571	3.443546999	1.733778852	1.656467338	3.531481188	2.135853173	3.305251188	2.934121268	1.087198688	2.497062824	0.919056266	3.270231733	4.812336999	1.84579619	3.932481268	2.96788	2.13756	0.755644707	3.063458767	2.64514907	2.277463689	0.206863348	2.054037338	4.402336176	1.700349879	5.661246346	0.587478767	2.355271268	2.229093173	3.528054185	2.889178095	3.745153349	3.808859649	1.36937957	2.23198	2.606019879	2.806886472	3.473684571	3.546991268	2.093815195	2.009338095	3.003166758	4.070807499	2.975651631	3.204495735	1.95884	2.140074707	4.081126187	3.082958095	0.63722	3.887266476	3.617846176	1.98309	4.054249879	1.765626472	1.51573907	3.383656266	2.967938095	2.821826999	0.49512	2.60877	2.104344234	2.688251435	3.005201268	2.79738314	2.76505	3.040843971	1.156882824	1.48773	2.23442907	0.28737
CD74	5.990353173	3.905548426	3.082097227	5.581148688	4.262640672	5.234416476	5.95387155	5.728923348	4.836030593	6.266554707	5.203152953	5.397303971	6.582101435	5.165958377	6.510563173	5.446799649	4.723071684	6.786215735	3.92693	3.807611268	6.13606907	6.940223173	4.269395254	5.730559203	4.214770323	3.973724707	3.687626346	7.86529619	6.579417499	5.511613173	4.839414571	6.087576999	5.753888852	5.408067338	7.152121188	4.040253173	6.427221188	5.226531268	5.725928688	6.555682824	3.270026266	6.868971733	5.215816999	5.76760619	4.901641268	3.48215	5.80661	2.342394707	2.409058767	6.12123907	6.555003689	4.407173348	4.968637338	6.367206176	4.978169879	5.941606346	3.866988767	5.834861268	5.808003173	5.923134185	6.580618095	6.471413349	5.476089649	3.97285957	6.2768	5.925549879	4.783196472	5.761324571	7.076581268	4.906135195	5.704588095	6.227216758	6.444837499	6.180001631	7.019965735	4.96832	5.320974707	4.718666187	5.842138095	4.7829	4.017116476	3.050456176	3.20793	4.968519879	5.054746472	3.92538907	5.944516266	5.181688095	5.267916999	2.69213	4.30819	5.412844234	5.741131435	5.135151268	5.82032314	6.38385	5.959513971	3.641292824	5.16652	5.75815907	5.58756
CCL21	3.443273173	2.937428426	1.555787227	1.992848688	5.396320672	8.167206476	4.13848155	4.489703348	6.873240593	6.423864707	5.200752953	3.239933971	4.951501435	4.500588377	6.075243173	3.848839649	6.531371684	4.166785735	2.82193	3.204071268	7.12862907	5.800263173	2.606875254	6.547269203	2.561350323	3.385544707	4.754366346	6.58983619	5.161597499	3.375093173	2.517644571	4.393346999	3.866338852	2.720267338	3.253661188	3.314853173	6.424601188	4.439311268	3.579508688	3.194302824	3.607656266	6.699541733	7.792496999	4.23096619	2.637441268	3.063	5.13108	3.378414707	3.949758767	3.90476907	3.211283689	2.834063348	2.550867338	4.825386176	4.219569879	5.304836346	5.017138767	3.855561268	5.103513173	4.754584185	7.137908095	5.503433349	5.677589649	2.68183957	5.45923	8.274579879	3.611446472	7.345454571	7.613741268	3.500505195	4.804208095	4.603896758	4.510307499	5.110691631	7.876245735	3.09886	4.334884707	1.793736187	4.869928095	3.03905	3.823896476	3.390126176	2.01328	3.812919879	3.628206472	1.83876907	5.032366266	5.120818095	4.900276999	2.61872	1.63032	3.239774234	4.696461435	3.910651268	3.88677314	3.70611	5.142943971	4.830292824	4.62226	4.22235907	1.38708
PTPRF	1.026843173	0.199678426	0.0	0.266918688	0.728480672	0.546596476	1.51160155	0.772863348	-0.353249407	0.816994707	0.716242953	0.913493971	1.363071435	1.411648377	1.931893173	1.223739649	0.0	1.117605735	0.35056	0.988421268	1.10237907	1.283513173	0.549385254	0.232609203	-0.132859677	0.072604707	1.702746346	4.77055619	0.913557499	0.780373173	0.0	0.826206999	1.069278852	0.609227338	1.701651188	0.646903173	0.995001188	1.432191268	0.0	1.046342824	0.715536266	1.430471733	0.715606999	1.33114619	0.043461268	0.0	0.57283	0.0	0.453668767	1.04544907	1.571773689	0.133323348	1.923517338	1.099546176	0.689969879	1.405446346	0.0	1.537651268	1.773283173	1.281994185	0.980068095	0.965333349	1.299219649	0.04817957	1.26396	1.803049879	1.579636472	1.918954571	1.973221268	1.245795195	0.931468095	0.336316758	1.519127499	1.194311631	1.549385735	0.5053	0.663534707	0.0	1.126098095	0.23997	0.0	0.136886176	0.0	0.810589879	1.318586472	0.0	1.138776266	0.782568095	1.309036999	0.02131	0.0	0.578354234	0.586371435	0.0	0.94905314	0.39036	2.085883971	0.0	0.39043	1.05812907	0.47495
BCAM	7.111573173	6.416258426	6.278657227	6.187438688	4.438910672	7.371596476	7.24349155	7.113183348	5.673000593	6.269854707	7.234822953	7.201193971	7.119551435	7.902358377	8.131083173	7.717109649	5.951791684	7.798695735	6.12704	5.060941268	6.52328907	7.197403173	7.194305254	4.796019203	5.758570323	6.197674707	7.044946346	11.33863619	7.007367499	7.393543173	5.028114571	7.513166999	7.445988852	6.749077338	6.731251188	7.453493173	7.403601188	7.339111268	7.531238688	7.351342824	6.160216266	7.888611733	5.231606999	7.46319619	7.049551268	6.61745	6.9703	5.262054707	6.460708767	7.42849907	8.243553689	5.891373348	8.415087338	6.454376176	7.502199879	7.647866346	4.637048767	7.765231268	7.671863173	7.225874185	6.203558095	8.310123349	7.704709649	4.73877957	7.21094	7.864939879	8.414226472	8.400904571	7.927281268	7.509005195	7.591198095	6.966946758	7.798847499	7.693641631	7.166435735	7.06424	7.546814707	6.754396187	7.716178095	7.4488	4.003176476	5.230376176	4.86053	7.423239879	8.154406472	7.11841907	6.958556266	6.713748095	7.896156999	5.4241	3.51866	7.203314234	6.830701435	6.638391268	7.22861314	5.85261	8.290603971	5.624702824	6.93153	7.45335907	6.75661
SIRPB1	1.741243173	1.807878426	0.578527227	1.503608688	3.046370672	2.248066476	2.51012155	1.834343348	1.919150593	2.340254707	1.318732953	1.358993971	3.997671435	1.979398377	3.714723173	2.006199649	2.353581684	3.088295735	0.46558	1.675921268	2.80204907	4.200253173	1.795905254	2.884729203	2.507610323	1.366954707	1.853216346	5.24577619	2.746837499	1.690113173	1.106784571	2.276916999	2.415848852	1.269347338	2.082521188	1.379663173	3.299771188	1.797931268	1.157438688	2.785632824	1.557306266	2.840901733	2.124436999	2.12039619	2.835211268	0.69992	1.88222	1.630074707	1.140958767	2.25485907	3.267773689	1.408673348	2.431357338	3.971276176	1.517589879	2.261636346	0.715768767	2.042541268	2.012103173	2.541704185	2.365408095	2.352083349	1.855639649	1.73882957	3.61157	2.541639879	1.876976472	2.833624571	3.291591268	1.442345195	1.621528095	1.997296758	2.707237499	2.187451631	2.811495735	1.45826	2.851164707	2.173806187	2.361618095	0.91306	1.392256476	1.511636176	0.84301	2.087689879	1.614926472	1.54706907	1.963056266	1.926528095	2.098806999	0.76682	1.18824	2.062914234	2.132701435	1.925991268	1.51138314	2.02685	2.305943971	1.109132824	0.91494	1.68995907	1.06179
IGF2R	3.215413173	2.600488426	1.393397227	3.292798688	4.543420672	2.891036476	4.33718155	3.933043348	2.327690593	4.382844707	2.638512953	2.448223971	5.941871435	3.890648377	4.555523173	3.587119649	1.970821684	4.909275735	1.87307	2.868251268	4.18558907	6.159923173	2.244545254	5.056229203	2.746020323	2.181374707	2.747746346	6.61595619	5.092087499	3.390993173	2.251914571	4.217886999	4.276598852	2.805757338	4.420061188	1.625893173	5.265601188	3.457401268	2.516558688	5.597862824	0.708026266	4.667801733	4.169816999	4.40356619	2.728391268	1.14147	3.80055	0.590384707	1.022188767	3.77264907	4.696463689	1.874043348	3.731027338	5.918096176	1.752409879	4.434776346	0.345838767	3.410881268	3.309423173	4.556794185	4.211158095	4.039483349	3.828069649	1.26263957	4.78078	4.029259879	3.210036472	4.074264571	5.226791268	3.148315195	3.274698095	2.652046758	4.858377499	3.867141631	4.891825735	3.20549	4.070754707	3.358856187	4.867218095	2.37415	2.142366476	2.472096176	0.85745	3.176059879	2.920156472	1.52960907	3.954806266	3.381138095	3.509026999	0.49679	2.56038	3.985444234	4.070911435	4.022851268	3.40610314	4.97291	4.398553971	0.999392824	2.87697	3.63662907	2.85844
P4HB	3.944763173	3.633618426	1.679137227	4.475968688	4.672480672	5.670116476	5.97832155	5.568753348	3.282280593	5.876634707	5.458102953	3.811893971	6.400681435	6.178898377	6.452703173	5.169709649	3.539881684	5.612465735	2.83511	4.160301268	5.98797907	7.054133173	5.313745254	5.764559203	3.560510323	3.950834707	5.001046346	8.61966619	6.109197499	4.897693173	2.777944571	5.405136999	5.609998852	4.806937338	5.454781188	4.028933173	6.285411188	4.937571268	3.488548688	6.415672824	1.817376266	6.110161733	5.182726999	5.85161619	4.816691268	3.13021	5.13095	1.405464707	2.671138767	5.02139907	6.416113689	2.922103348	5.932447338	6.751006176	3.475609879	5.664316346	0.823018767	5.777711268	5.827453173	6.431394185	5.835548095	6.121613349	6.169639649	1.55122957	5.67637	6.706439879	6.172856472	6.547434571	6.030111268	5.375035195	5.227878095	4.604726758	6.606337499	5.069751631	5.555655735	4.92421	6.245124707	4.478136187	5.953558095	3.77267	3.760296476	3.343416176	1.99866	4.606589879	4.026366472	2.90186907	5.202736266	4.917218095	5.981256999	2.51541	2.84947	5.296354234	5.705281435	5.429711268	5.23567314	5.67396	6.623563971	1.349212824	4.61781	5.80672907	4.18696
FUCA1	7.186883173	5.873378426	4.255847227	7.761388688	9.869700672	9.104986476	9.89875155	9.082393348	6.300620593	8.883784707	9.197342953	7.341933971	10.81704144	9.946938377	10.13107317	9.078259649	7.926261684	9.076715735	6.99212	6.077781268	9.33013907	10.76466317	8.021685254	8.000769203	6.468390323	6.642614707	7.254706346	11.57280619	10.4038875	8.419723173	5.578374571	8.226946999	10.20878885	9.066357338	9.471771188	6.407993173	10.99158119	7.479091268	5.515638688	10.25913282	5.570696266	10.27370173	8.088616999	10.29056619	8.081311268	6.07946	8.85866	5.849124707	4.414008767	8.70215907	10.80910369	6.640753348	10.84206734	10.26718618	5.167389879	8.789396346	3.296348767	9.558221268	9.888573173	10.33118419	10.02906809	10.05838335	10.13530965	4.87364957	10.54917	10.06876988	9.977896472	10.31396457	9.169301268	8.383875195	8.818678095	7.421966758	10.6571475	7.464671631	9.481785735	8.45176	10.82155471	6.198926187	10.09378809	7.76065	6.037706476	5.889416176	5.45853	6.952059879	6.992876472	4.21279907	8.194846266	7.744748095	10.191827	5.51292	3.78942	9.364894234	8.021651435	8.704211268	8.22347314	9.33087	10.20105397	5.166842824	7.97476	9.97312907	6.8099
ESAM	3.535553173	2.925118426	1.832167227	3.075678688	3.634730672	4.638506476	3.27608155	3.766363348	1.918960593	3.691324707	3.454602953	3.504373971	4.304021435	4.400338377	4.612073173	3.959479649	2.841091684	4.184715735	1.98981	1.877891268	3.24903907	3.576183173	3.430105254	2.976889203	2.280660323	2.415024707	2.715176346	7.22782619	3.589857499	3.779293173	1.907924571	4.871636999	4.170358852	3.928627338	3.472031188	2.737883173	3.792871188	3.685371268	3.961898688	3.104032824	2.550056266	3.754401733	2.163936999	3.37452619	4.825851268	2.6978	3.99266	1.651854707	1.521768767	3.66550907	3.476813689	2.272373348	5.212277338	3.457976176	2.798129879	3.546196346	1.422658767	4.288861268	3.996933173	3.988104185	3.512118095	3.750963349	4.527449649	1.45614957	4.95907	4.150689879	4.282386472	4.289174571	4.104801268	3.417385195	3.185988095	3.584026758	4.486467499	4.490871631	3.451435735	2.91243	3.806594707	2.156726187	3.218518095	3.09855	1.382246476	2.017406176	2.14042	3.527349879	4.129936472	2.18338907	3.195696266	3.077238095	3.525576999	1.69833	1.08867	3.679044234	2.836541435	3.361201268	3.10824314	2.51818	4.387793971	1.902372824	2.76717	2.73545907	3.04448
